scenario,total_cost,total_revenue,profit,stockout_rate,service_level,inventory_turnover
75054,445431,307137,-138294,0.711111,0.452318,162
75055,437534,302500,-135034,0.7,0.444351,173.162
75056,453196,291801,-161395,0.716667,0.424919,197.944
75057,458182,291145,-167037,0.7,0.436394,164.381
75058,449037,303803,-145234,0.75,0.432547,225.369
75059,438407,297600,-140807,0.738889,0.445716,203.259
75060,457449,331500,-125949,0.694444,0.472068,212.788
75061,447554,298868,-148686,0.711111,0.43483,200.193
75062,454004,305899,-148105,0.705556,0.442702,196.513
75063,443108,321558,-121551,0.694444,0.467507,202.873
75064,452642,311400,-141242,0.711111,0.451201,177.527
75065,451716,314998,-136718,0.688889,0.454795,214.546
75066,461692,321900,-139792,0.716667,0.449403,191.075
75067,448047,297004,-151043,0.688889,0.430936,175.939
75068,431083,321400,-109683,0.683333,0.47753,180.99
75069,450314,302200,-148114,0.7,0.443371,180.34
75070,457971,316200,-141771,0.672222,0.455042,193.207
75071,450027,293400,-156627,0.711111,0.426993,177.316
75072,450650,311751,-138899,0.705556,0.455272,199.013
75073,458785,297700,-161085,0.688889,0.42547,164.305
75074,466600,302200,-164400,0.738889,0.430126,215.19
75075,439023,313736,-125287,0.672222,0.470862,178.941
75076,438460,320800,-117660,0.688889,0.479153,189.455
75077,429403,318195,-111208,0.683333,0.4725,208.836
75078,441001,316400,-124601,0.683333,0.46681,168.335
75079,441464,311500,-129964,0.7,0.463521,165.253
75080,450930,321900,-129030,0.705556,0.463967,192.893
75081,440415,297500,-142915,0.716667,0.437202,191.043
75082,443605,306900,-136705,0.716667,0.455216,201.896
75083,448598,311700,-136898,0.7,0.451883,195.062
75084,452044,305102,-146942,0.7,0.444128,204.175
75085,439293,316800,-122493,0.711111,0.462571,196.808
75086,451812,327000,-124812,0.694444,0.468635,210.837
75087,454706,288400,-166306,0.733333,0.422976,172.597
75088,460418,302600,-157818,0.716667,0.426098,197.569
75089,445696,311800,-133896,0.688889,0.456001,179.765
75090,453353,306900,-146453,0.694444,0.447197,179.784
75091,427671,317100,-110571,0.688889,0.478423,178.422
75092,450869,311500,-139369,0.677778,0.461733,176.124
75093,452562,308242,-144320,0.694444,0.457385,187.856
75094,435411,297300,-138111,0.705556,0.445331,157.023
75095,430994,328753,-102241,0.661111,0.486766,174.029
75096,435464,313778,-121686,0.727778,0.468976,215.436
75097,448044,317300,-130744,0.683333,0.461537,172.145
75098,458026,293000,-165026,0.711111,0.420799,190.817
75099,442704,320784,-121920,0.683333,0.468127,183.666
75100,446724,283800,-162924,0.705556,0.417855,164.195
75101,449291,297000,-152291,0.7,0.441738,165.731
75102,457749,273800,-183949,0.744444,0.396618,176.44
75103,445067,326300,-118767,0.661111,0.47758,166.418
75104,435012,325215,-109797,0.677778,0.48343,177.856
75105,446611,311600,-135011,0.694444,0.451869,185.989
75106,454675,307620,-147055,0.7,0.445085,198.327
75107,439498,311800,-127697,0.666667,0.463526,160.773
75108,458893,310623,-148270,0.727778,0.442455,233.464
75109,446442,316100,-130342,0.694444,0.463794,189.002
75110,450588,310299,-140289,0.705556,0.447049,183.162
75111,451076,302300,-148776,0.722222,0.44347,189.231
75112,463312,308000,-155312,0.727778,0.433364,213.935
75113,445564,318169,-127395,0.711111,0.466275,192.392
75114,457528,307500,-150028,0.694444,0.442551,203.375
75115,449972,310394,-139579,0.694444,0.456061,178.351
75116,451468,321600,-129868,0.705556,0.462845,196.276
75117,465216,317300,-147916,0.727778,0.439515,194.686
75118,444974,303300,-141674,0.694444,0.439256,168.579
75119,455975,340051,-115925,0.7,0.485591,209.132
75120,447513,301360,-146154,0.7,0.439238,172.538
75121,458089,323560,-134529,0.711111,0.459013,214.151
75122,463255,304129,-159125,0.683333,0.443479,162.364
75123,443493,303601,-139892,0.683333,0.455066,182.871
75124,435669,322477,-113192,0.677778,0.476475,190.64
75125,433697,311800,-121897,0.711111,0.462513,185.911
75126,453156,306653,-146504,0.705556,0.450462,182.872
75127,452252,312761,-139491,0.694444,0.458051,199.16
75128,438490,338952,-99538.2,0.672222,0.497319,189.507
75129,455087,301700,-153387,0.722222,0.432787,198.297
75130,441035,324465,-116570,0.694444,0.474317,212.358
75131,448244,295511,-152733,0.7,0.438925,183.267
75132,443634,307600,-136034,0.694444,0.445644,183.229
75133,441966,305690,-136276,0.722222,0.446585,177.255
75134,445229,314303,-130926,0.705556,0.460074,199.124
75135,454448,310343,-144105,0.7,0.449977,183.053
75136,449283,309238,-140044,0.677778,0.454888,182.45
75137,444175,329951,-114224,0.683333,0.4809,191.822
75138,451695,308880,-142815,0.7,0.453395,190.837
75139,449258,322794,-126464,0.688889,0.466805,181.12
75140,471318,299915,-171402,0.705556,0.428233,184.527
75141,445307,334900,-110407,0.65,0.492697,177.035
75142,446864,326100,-120764,0.666667,0.477346,183.626
75143,453467,315715,-137753,0.694444,0.449433,184.336
75144,458146,330400,-127746,0.688889,0.473289,208.695
75145,457425,292800,-164625,0.716667,0.426185,174.032
75146,439130,320634,-118496,0.672222,0.47827,173.547
75147,448973,303000,-145973,0.711111,0.440071,179.516
75148,440648,290932,-149716,0.727778,0.430261,167.477
75149,442929,314411,-128518,0.683333,0.462445,171.618
75150,453807,277998,-175808,0.716667,0.393581,164.467
75151,463489,302108,-161381,0.722222,0.430875,188.957
75152,438058,318951,-119107,0.694444,0.475481,179.608
75153,448417,324070,-124348,0.7,0.461424,208.914
75154,427355,305440,-121914,0.694444,0.469822,161.498
75155,459498,293300,-166198,0.722222,0.423258,170.256
75156,448761,306800,-141961,0.7,0.446036,189.074
75157,451188,331100,-120088,0.683333,0.476944,207.425
75158,455629,328668,-126961,0.677778,0.47627,198.452
75159,462774,302200,-160574,0.716667,0.430647,193.841
75160,464638,292800,-171838,0.722222,0.413033,181.176
75161,436648,323380,-113268,0.672222,0.476751,174.396
75162,456315,303000,-153315,0.716667,0.438058,166.131
75163,446679,304743,-141936,0.705556,0.452242,177.909
75164,464720,292259,-172461,0.727778,0.42199,189.147
75165,457172,283500,-173672,0.733333,0.409097,184.836
75166,449315,307000,-142315,0.7,0.448102,190.19
75167,459186,286702,-172484,0.716667,0.415253,166.824
75168,456053,325053,-131000,0.661111,0.461215,203.735
75169,450825,308591,-142234,0.705556,0.4415,199.634
75170,439356,315543,-123813,0.7,0.45665,201.714
75171,454148,321160,-132988,0.722222,0.469661,208.884
75172,468412,293100,-175312,0.727778,0.411506,200.718
75173,453472,296788,-156683,0.744444,0.430499,206.471
75174,461788,314512,-147276,0.7,0.45473,201.758
75175,450392,325100,-125292,0.688889,0.474677,194.666
75176,437799,291497,-146302,0.705556,0.434523,169.367
75177,451222,315464,-135758,0.661111,0.456776,177.268
75178,448800,309758,-139043,0.688889,0.450091,182.61
75179,439646,292800,-146846,0.722222,0.43543,179.031
75180,446240,307999,-138241,0.705556,0.447945,177.94
75181,444100,324365,-119736,0.666667,0.480893,186.348
75182,449939,315383,-134556,0.688889,0.459592,175.705
75183,452248,290975,-161273,0.705556,0.428612,173.196
75184,461497,296800,-164697,0.711111,0.431727,177.173
75185,453410,320442,-132968,0.694444,0.467609,190.866
75186,459095,313669,-145426,0.694444,0.450033,177.795
75187,466798,302800,-163998,0.733333,0.428111,221.156
75188,444828,310604,-134224,0.677778,0.46041,166.359
75189,441084,315813,-125271,0.694444,0.468453,193.218
75190,457941,316309,-141632,0.672222,0.45077,175.386
75191,448267,307500,-140767,0.7,0.446412,196.106
75192,471154,314580,-156574,0.705556,0.435101,202.978
75193,454577,326056,-128522,0.705556,0.461037,202.984
75194,448422,317300,-131122,0.716667,0.455576,197.284
75195,437890,315450,-122440,0.688889,0.468173,171.529
75196,439929,305727,-134202,0.694444,0.449313,183.098
75197,448707,294519,-154188,0.705556,0.436159,180.836
75198,458826,318478,-140347,0.7,0.467386,181.328
75199,445957,339402,-106555,0.644444,0.495844,181.137
75200,446439,323604,-122834,0.694444,0.469117,175.847
75201,452618,302500,-150118,0.711111,0.434248,189.536
75202,454272,302600,-151672,0.733333,0.431441,183.585
75203,455633,301194,-154438,0.722222,0.430495,188.405
75204,462984,317552,-145432,0.722222,0.444869,204.904
75205,449594,320680,-128914,0.677778,0.463595,176.531
75206,436586,316606,-119980,0.688889,0.471859,173.296
75207,452984,312300,-140684,0.744444,0.445733,221.195
75208,460843,320818,-140025,0.7,0.455825,217.685
75209,451352,324845,-126507,0.677778,0.474157,184.384
75210,448908,306034,-142875,0.705556,0.443283,173.963
75211,461924,299970,-161954,0.744444,0.425192,192.727
75212,456738,292618,-164120,0.7,0.421887,164.505
75213,443162,307500,-135662,0.722222,0.444417,195.7
75214,447596,311200,-136396,0.694444,0.462081,190.394
75215,449536,302500,-147036,0.705556,0.440216,177.579
75216,447634,321700,-125934,0.7,0.471227,176.415
75217,464276,321700,-142576,0.711111,0.452542,221.401
75218,454685,316700,-137985,0.7,0.456356,193.335
75219,443088,305514,-137574,0.716667,0.450188,193.029
75220,443586,319826,-123760,0.694444,0.465321,187.739
75221,462563,296385,-166178,0.727778,0.420682,187.574
75222,446814,316300,-130514,0.7,0.460889,179.231
75223,453936,335100,-118836,0.683333,0.480676,195.097
75224,438834,304694,-134140,0.716667,0.455691,176.141
75225,436145,309922,-126223,0.683333,0.454893,172.381
75226,431152,306874,-124277,0.683333,0.460323,175.154
75227,453103,311357,-141746,0.688889,0.454086,187.126
75228,458039,319942,-138098,0.705556,0.454695,200.44
75229,462809,312828,-149980,0.694444,0.452325,191.745
75230,439348,317688,-121660,0.677778,0.477997,168.114
75231,460979,296530,-164449,0.7,0.430401,176.965
75232,462218,314675,-147543,0.688889,0.461865,190.71
75233,452333,328597,-123736,0.7,0.483831,205.339
75234,449855,322100,-127755,0.716667,0.462626,214.296
75235,453952,333757,-120195,0.683333,0.476944,193.666
75236,459118,319308,-139810,0.655556,0.456726,173.585
75237,453595,320700,-132895,0.677778,0.46804,172.436
75238,431357,302000,-129357,0.7,0.45663,169.564
75239,452342,288503,-163840,0.705556,0.421968,177.485
75240,446504,312200,-134304,0.683333,0.455247,172.639
75241,447550,325100,-122450,0.655556,0.488139,165.324
75242,441341,317356,-123985,0.683333,0.468548,195.89
75243,434035,309736,-124299,0.688889,0.461127,163.068
75244,452833,330436,-122397,0.705556,0.472411,217.812
75245,441610,317151,-124459,0.7,0.453171,193.615
75246,441256,306000,-135256,0.705556,0.45785,167.023
75247,458397,294887,-163510,0.705556,0.4301,181.768
75248,440429,326300,-114129,0.672222,0.474311,175.021
75249,450523,319100,-131423,0.683333,0.464833,189.027
75250,437718,312300,-125418,0.677778,0.454592,179.862
75251,446214,330100,-116114,0.672222,0.485841,202.072
75252,439608,304358,-135250,0.683333,0.452734,190.138
75253,450622,312600,-138022,0.7,0.458861,192.879
75254,451639,309056,-142582,0.705556,0.44217,196.904
75255,447437,321000,-126437,0.694444,0.470581,198.107
75256,462714,312500,-150214,0.716667,0.436567,197.844
75257,445206,310418,-134788,0.7,0.44693,184.653
75258,441562,305229,-136333,0.733333,0.441255,173.9
75259,467912,306011,-161901,0.7,0.431607,186.694
75260,461474,316500,-144974,0.7,0.452321,193.295
75261,432848,310300,-122547,0.694444,0.454936,174.849
75262,449909,296600,-153309,0.705556,0.442775,175.466
75263,460453,307800,-152653,0.711111,0.430541,186.883
75264,457495,302500,-154995,0.688889,0.426913,171.111
75265,455900,299986,-155913,0.677778,0.432428,169.928
75266,456202,307335,-148867,0.716667,0.430646,196.72
75267,449773,291674,-158098,0.733333,0.411427,193.898
75268,435802,338307,-97495.1,0.661111,0.505591,181.945
75269,453172,313702,-139470,0.683333,0.449369,180.481
75270,451970,295837,-156133,0.711111,0.434653,183.336
75271,425523,307400,-118123,0.683333,0.468255,152.668
75272,460846,306449,-154398,0.716667,0.43294,172.971
75273,449971,292200,-157771,0.722222,0.430687,177.805
75274,432983,315502,-117481,0.694444,0.465335,186.442
75275,443405,313368,-130037,0.711111,0.462064,180.239
75276,450265,311700,-138565,0.672222,0.457718,170.915
75277,447702,314301,-133401,0.655556,0.467048,163.399
75278,448078,312200,-135878,0.688889,0.445821,194.541
75279,454286,316500,-137786,0.677778,0.453709,192.896
75280,444405,300929,-143476,0.711111,0.440253,179.795
75281,450664,305868,-144796,0.733333,0.439551,202.314
75282,429797,297700,-132097,0.705556,0.447193,183.235
75283,443352,337598,-105754,0.655556,0.493472,205.204
75284,445912,305911,-140000,0.711111,0.449849,193.392
75285,454887,310002,-144885,0.694444,0.44445,183.872
75286,428884,331100,-97783.6,0.694444,0.489914,198.599
75287,451840,302000,-149840,0.7,0.441726,179.225
75288,466859,288100,-178759,0.727778,0.407214,181.42
75289,435632,312000,-123632,0.677778,0.462133,169.924
75290,449278,318222,-131056,0.694444,0.457339,194.742
75291,457815,326182,-131633,0.677778,0.457256,199.822
75292,462936,321600,-141336,0.705556,0.452458,212.532
75293,466992,292048,-174945,0.705556,0.412402,173.593
75294,445161,325600,-119561,0.683333,0.480926,207.792
75295,473223,307456,-165767,0.727778,0.435259,220.02
75296,457798,325792,-132006,0.672222,0.462826,188.113
75297,468477,331044,-137433,0.683333,0.462831,189.989
75298,446488,310455,-136032,0.711111,0.452626,214.134
75299,449229,318420,-130809,0.688889,0.46824,199.511
75300,454843,301204,-153639,0.7,0.43727,176.936
75301,443260,324322,-118938,0.694444,0.473376,212.377
75302,443038,331600,-111438,0.661111,0.484263,186.209
75303,463851,301568,-162283,0.694444,0.430058,186.895
75304,443931,306500,-137431,0.661111,0.456424,156.363
75305,462847,297476,-165370,0.716667,0.418529,196.774
75306,460925,317191,-143734,0.694444,0.445038,178.886
75307,447188,311064,-136123,0.688889,0.456057,181.374
75308,456377,321079,-135298,0.705556,0.453703,190.458
75309,459276,320757,-138519,0.7,0.459108,212.592
75310,434849,310850,-123999,0.683333,0.457687,177.865
75311,440764,302500,-138264,0.7,0.444166,173.514
75312,449832,307100,-142732,0.711111,0.449586,191.782
75313,440182,344900,-95281.9,0.655556,0.510667,190.83
75314,449934,311300,-138634,0.672222,0.46108,181.123
75315,462583,313400,-149183,0.716667,0.436552,191.028
75316,449948,321500,-128448,0.688889,0.457312,180.022
75317,457433,316359,-141074,0.683333,0.454286,189.322
75318,443826,311200,-132626,0.688889,0.456099,169.042
75319,456722,308989,-147733,0.688889,0.453346,173.667
75320,452671,302500,-150171,0.722222,0.433045,189.489
75321,450078,320818,-129260,0.677778,0.463927,182.633
75322,439297,307200,-132097,0.705556,0.450853,188.115
75323,446449,307060,-139389,0.694444,0.445041,181.802
75324,450485,321500,-128985,0.688889,0.465855,174.183
75325,457824,284200,-173624,0.727778,0.39848,184.067
75326,463071,294014,-169057,0.722222,0.423815,180.432
75327,443547,337598,-105949,0.688889,0.493512,196.999
75328,442456,301700,-140756,0.683333,0.44752,172.818
75329,456364,315721,-140643,0.694444,0.450351,191.974
75330,461159,305388,-155772,0.716667,0.445976,199.153
75331,459080,308800,-150280,0.727778,0.433094,190.544
75332,454329,326100,-128229,0.694444,0.465847,190.499
75333,446429,302700,-143729,0.688889,0.441406,163.75
75334,459107,311700,-147407,0.688889,0.449958,182.856
75335,457561,282698,-174863,0.722222,0.414931,169.28
75336,442513,310971,-131542,0.688889,0.462286,185.786
75337,442901,297936,-144965,0.705556,0.433527,174.331
75338,457066,320476,-136590,0.705556,0.457908,225.123
75339,450104,337609,-112496,0.677778,0.486145,202.803
75340,448850,320700,-128150,0.694444,0.46482,195.493
75341,454747,311030,-143716,0.705556,0.450767,200.774
75342,455868,318134,-137734,0.683333,0.45548,199.56
75343,446176,306359,-139817,0.694444,0.446346,177.997
75344,454592,321600,-132992,0.694444,0.476558,194.957
75345,451109,340200,-110909,0.683333,0.488554,199.533
75346,464808,294537,-170270,0.722222,0.420684,198.735
75347,447332,328086,-119246,0.683333,0.474321,180.877
75348,466618,311421,-155197,0.705556,0.444179,192.554
75349,442863,326100,-116763,0.672222,0.475671,173.092
75350,440291,291502,-148789,0.705556,0.437933,163.633
75351,450037,319773,-130264,0.672222,0.477228,170.111
75352,450733,325011,-125722,0.705556,0.468722,221.627
75353,454265,319116,-135149,0.705556,0.459422,200.347
75354,449132,328287,-120846,0.727778,0.473637,216.216
75355,446488,311600,-134888,0.672222,0.449836,187.929
75356,464531,318428,-146103,0.694444,0.452686,199.474
75357,446065,301700,-144365,0.694444,0.443983,164.688
75358,439209,320910,-118298,0.683333,0.4655,194.472
75359,450725,309800,-140925,0.705556,0.452441,207.355
75360,453005,320872,-132133,0.683333,0.459777,204.905
75361,439670,309681,-129989,0.705556,0.459887,191.984
75362,452883,320069,-132814,0.7,0.459454,201.607
75363,460271,324553,-135718,0.666667,0.470427,185.129
75364,437446,302825,-134622,0.688889,0.440572,174.344
75365,444496,308864,-135632,0.716667,0.444602,201.063
75366,457277,302200,-155077,0.694444,0.441123,186.02
75367,461070,316800,-144270,0.688889,0.455617,187.308
75368,445073,297498,-147574,0.716667,0.435767,195.767
75369,437944,317000,-120944,0.7,0.46895,208.493
75370,458968,311500,-147468,0.716667,0.443879,186.624
75371,450442,303382,-147059,0.672222,0.43996,157.988
75372,443653,301387,-142267,0.7,0.445743,170.735
75373,465558,306000,-159558,0.716667,0.440681,192.969
75374,457358,314627,-142731,0.683333,0.441297,199.927
75375,459643,299452,-160191,0.711111,0.428481,182.512
75376,455388,293800,-161588,0.744444,0.416931,185.096
75377,442112,316600,-125512,0.694444,0.459038,188.536
75378,452265,319626,-132639,0.694444,0.461451,170.664
75379,450040,297027,-153014,0.688889,0.432686,172.496
75380,457315,312700,-144615,0.711111,0.436686,198.498
75381,466720,309714,-157006,0.683333,0.446365,176.511
75382,459127,311494,-147633,0.705556,0.449248,221.921
75383,440055,313918,-126137,0.688889,0.468144,190.256
75384,447942,305519,-142423,0.711111,0.451212,181.959
75385,450244,304773,-145472,0.688889,0.469394,178.311
75386,456330,302700,-153630,0.722222,0.437504,180.816
75387,454024,320921,-133103,0.683333,0.465485,178.867
75388,439952,311739,-128213,0.7,0.461719,181.374
75389,453280,320146,-133134,0.705556,0.459359,193.972
75390,456485,291543,-164942,0.744444,0.421844,192.097
75391,451422,304789,-146633,0.683333,0.433932,182.592
75392,457410,309906,-147505,0.705556,0.449462,204.859
75393,456468,304994,-151475,0.688889,0.448908,172.338
75394,436535,320600,-115935,0.672222,0.475208,195.051
75395,455036,320900,-134136,0.694444,0.458964,194.351
75396,453604,322000,-131604,0.716667,0.452017,199.333
75397,444749,320206,-124543,0.661111,0.461543,181.895
75398,439243,287800,-151443,0.705556,0.426314,161.287
75399,445624,321300,-124324,0.711111,0.463503,198.928
75400,439415,326100,-113315,0.683333,0.482535,180.3
75401,452574,302000,-150574,0.711111,0.443228,177.252
75402,456185,312800,-143385,0.716667,0.448915,168.14
75403,452688,292200,-160488,0.705556,0.4284,175.485
75404,453502,304900,-148603,0.705556,0.443926,174.076
75405,446255,305418,-140837,0.688889,0.441684,179.918
75406,439038,328518,-110520,0.666667,0.489224,183.904
75407,442096,306800,-135296,0.683333,0.453708,174.861
75408,446041,302219,-143822,0.705556,0.436904,190.237
75409,445858,315123,-130735,0.677778,0.462457,172.951
75410,434636,315383,-119252,0.688889,0.466168,193.165
75411,444764,295460,-149305,0.677778,0.447915,153.128
75412,444181,296058,-148122,0.711111,0.429881,174.127
75413,456150,312500,-143650,0.722222,0.44491,199.566
75414,448101,314275,-133827,0.705556,0.47202,174.434
75415,452937,325396,-127541,0.683333,0.472513,204.074
75416,444625,320645,-123980,0.666667,0.463978,183.562
75417,442814,319856,-122958,0.7,0.467835,193.176
75418,434988,311800,-123188,0.694444,0.463561,191.778
75419,456982,323806,-133177,0.7,0.459027,225.698
75420,446326,316062,-130263,0.683333,0.460568,195.868
75421,473486,306219,-167268,0.688889,0.431097,178.032
75422,454513,319950,-134563,0.694444,0.462868,196.477
75423,444299,288200,-156099,0.694444,0.429198,157.267
75424,436947,309944,-127004,0.705556,0.465065,170.963
75425,456226,305807,-150419,0.716667,0.442239,202.839
75426,461845,331100,-130745,0.672222,0.467279,207.816
75427,447837,309384,-138453,0.688889,0.444001,170.933
75428,446801,337510,-109291,0.7,0.495155,200.945
75429,450618,330319,-120299,0.7,0.475857,188.817
75430,455725,300843,-154882,0.727778,0.427511,201.802
75431,443736,311200,-132536,0.722222,0.462421,214.526
75432,450501,331136,-119365,0.655556,0.476175,186.829
75433,463849,320410,-143440,0.722222,0.455735,238.777
75434,451881,305932,-145948,0.711111,0.436798,205.81
75435,466407,306845,-159563,0.7,0.4351,206.725
75436,453620,305397,-148223,0.694444,0.441225,174.246
75437,445540,307500,-138040,0.716667,0.442557,181.724
75438,452135,319116,-133019,0.7,0.457021,208.08
75439,455853,306070,-149782,0.705556,0.448707,189.303
75440,454800,315485,-139315,0.683333,0.452046,182.521
75441,461041,305774,-155266,0.716667,0.44054,176.396
75442,436796,305680,-131116,0.677778,0.462561,165.916
75443,445430,316800,-128630,0.672222,0.460209,167.06
75444,438126,304754,-133372,0.688889,0.458006,163.86
75445,448846,297700,-151146,0.711111,0.440891,193.393
75446,463928,310528,-153399,0.716667,0.442172,205.674
75447,459293,316600,-142693,0.705556,0.45287,204.888
75448,436876,313791,-123085,0.677778,0.466406,190.632
75449,444238,302000,-142238,0.705556,0.444493,182.81
75450,442294,299018,-143275,0.716667,0.438916,191.953
75451,447115,315600,-131515,0.677778,0.467417,176.477
75452,443038,292700,-150338,0.683333,0.433457,159.899
75453,457020,306713,-150307,0.716667,0.448725,196.545
75454,446999,296500,-150499,0.688889,0.440447,167.233
75455,455852,302452,-153400,0.761111,0.429277,228.572
75456,454915,308100,-146815,0.694444,0.440846,159.247
75457,441890,290737,-151153,0.711111,0.428104,168.718
75458,453091,295788,-157303,0.683333,0.437168,178.471
75459,456900,312000,-144900,0.7,0.446614,197.591
75460,445856,310255,-135601,0.705556,0.454743,185.779
75461,444041,308449,-135593,0.705556,0.452491,190.007
75462,445957,324671,-121285,0.672222,0.477295,187.13
75463,446214,324344,-121871,0.666667,0.476925,192.102
75464,457910,305773,-152137,0.705556,0.450466,196.305
75465,444111,316254,-127858,0.688889,0.457041,177.259
75466,446087,292200,-153887,0.705556,0.438434,164.488
75467,456837,311203,-145633,0.688889,0.452099,218.418
75468,449823,331727,-118095,0.672222,0.47786,190.276
75469,460907,309578,-151329,0.705556,0.441105,188.357
75470,463475,308054,-155422,0.672222,0.461001,185.764
75471,454365,301800,-152565,0.705556,0.436549,191.17
75472,441987,312600,-129387,0.738889,0.445926,196.317
75473,454489,300924,-153565,0.7,0.432843,198.86
75474,452164,316800,-135364,0.688889,0.457498,175.946
75475,442779,297800,-144979,0.694444,0.436507,161.292
75476,461744,306500,-155244,0.683333,0.449015,170.752
75477,439586,326307,-113279,0.672222,0.477667,183.076
75478,439917,338407,-101510,0.672222,0.508232,194.952
75479,450087,326024,-124063,0.672222,0.463145,190.962
75480,452263,319234,-133029,0.677778,0.470048,188.018
75481,461881,282900,-178981,0.722222,0.405118,178.305
75482,443254,311800,-131454,0.677778,0.454953,171.039
75483,446976,335722,-111254,0.694444,0.481207,226.701
75484,452984,324742,-128242,0.672222,0.465437,194.293
75485,431667,326321,-105346,0.694444,0.478563,203.352
75486,455068,298000,-157068,0.694444,0.42997,169.992
75487,456401,299784,-156617,0.711111,0.443946,176.793
75488,454380,305537,-148843,0.727778,0.440935,191.345
75489,448237,328292,-119945,0.677778,0.476617,181.749
75490,448594,306461,-142133,0.683333,0.453869,175.296
75491,445264,313292,-131971,0.7,0.459201,174.936
75492,427514,319506,-108007,0.683333,0.472801,180.323
75493,459185,315035,-144149,0.722222,0.450842,215.239
75494,454169,312100,-142069,0.7,0.451898,177.611
75495,455363,307200,-148163,0.711111,0.446703,185.243
75496,458536,302255,-156282,0.7,0.436466,169.434
75497,461618,335049,-126569,0.705556,0.465656,227.204
75498,446379,308410,-137969,0.694444,0.454569,180.675
75499,442560,299192,-143368,0.705556,0.438243,196.078
75500,446890,315020,-131871,0.661111,0.469357,167.161
75501,455473,302065,-153408,0.727778,0.434164,206.172
75502,448564,323811,-124753,0.661111,0.467103,191.097
75503,455444,325368,-130076,0.672222,0.470081,185.67
75504,449332,311600,-137732,0.688889,0.455425,179.549
75505,447593,311800,-135793,0.694444,0.456842,179.46
75506,452615,330611,-122004,0.677778,0.477819,199.445
75507,440479,316900,-123579,0.677778,0.464142,183.19
75508,457123,317886,-139237,0.705556,0.455971,199.836
75509,449996,307800,-142196,0.7,0.446414,175.036
75510,438644,316240,-122403,0.672222,0.466385,184.47
75511,425729,317500,-108229,0.694444,0.472463,178.959
75512,470994,305129,-165865,0.716667,0.430171,172.529
75513,452889,324652,-128237,0.666667,0.467815,182.374
75514,439107,287036,-152071,0.694444,0.43247,157.814
75515,454956,291981,-162975,0.716667,0.426569,183.628
75516,450623,297300,-153323,0.705556,0.434325,184.906
