scenario,total_cost,total_revenue,profit,stockout_rate,service_level,inventory_turnover
50083,453645,296924,-156721,0.727778,0.426796,182.044
50084,447261,321600,-125661,0.711111,0.459732,201.923
50085,458425,328888,-129537,0.677778,0.472326,207.478
50086,431192,305905,-125288,0.716667,0.452786,171.904
50087,459313,325174,-134138,0.7,0.456935,225.783
50088,449516,306900,-142616,0.677778,0.453977,193.987
50089,457740,309974,-147766,0.677778,0.454888,166.804
50090,464504,321000,-143504,0.711111,0.457991,208.405
50091,458847,319922,-138925,0.7,0.460925,194.855
50092,436440,303684,-132756,0.683333,0.449891,172.906
50093,457411,315375,-142036,0.694444,0.451254,192.152
50094,455055,311700,-143355,0.733333,0.436928,225.982
50095,455404,312170,-143234,0.716667,0.449314,210.901
50096,469992,312200,-157792,0.711111,0.447445,186.639
50097,457597,288500,-169097,0.716667,0.409708,174.408
50098,434851,314158,-120694,0.661111,0.471404,157.722
50099,456555,308300,-148255,0.738889,0.432121,220.684
50100,439211,325036,-114175,0.666667,0.482161,172.315
50101,442693,293700,-148993,0.733333,0.423019,177.017
50102,454038,305778,-148260,0.722222,0.437789,203.626
50103,440540,329265,-111275,0.666667,0.476085,181.325
50104,456937,325400,-131537,0.7,0.473218,195.834
50105,450215,278800,-171415,0.738889,0.408385,189.467
50106,446630,329851,-116779,0.683333,0.471515,193.345
50107,457622,317000,-140622,0.705556,0.452438,206.946
50108,461962,306522,-155440,0.716667,0.442309,177.085
50109,449491,321000,-128491,0.672222,0.476016,181.604
50110,456213,306028,-150185,0.677778,0.436249,177.304
50111,466989,303200,-163789,0.733333,0.419953,210.728
50112,449256,339608,-109649,0.694444,0.490421,194.198
50113,456149,334119,-122030,0.677778,0.475682,188.542
50114,441509,337731,-103778,0.677778,0.496966,214.795
50115,462810,303300,-159510,0.7,0.42466,181.307
50116,437477,330679,-106798,0.666667,0.486774,196.086
50117,448926,300604,-148321,0.722222,0.438159,218.361
50118,457150,329517,-127633,0.716667,0.468265,191.508
50119,462513,314697,-147816,0.683333,0.452174,184.629
50120,438854,326140,-112714,0.666667,0.485205,180.77
50121,443197,329746,-113450,0.644444,0.485139,175.975
50122,442118,296584,-145534,0.722222,0.432394,180.331
50123,451697,339170,-112527,0.666667,0.488987,204.474
50124,440573,282858,-157715,0.705556,0.415064,165.378
50125,446302,305420,-140882,0.711111,0.435288,199.173
50126,447701,313000,-134701,0.727778,0.451553,210.509
50127,459672,297036,-162637,0.733333,0.421009,197.644
50128,446759,326455,-120304,0.666667,0.469472,202.452
50129,448723,311500,-137223,0.683333,0.452204,196.311
50130,450979,317300,-133679,0.705556,0.457763,204.997
50131,434610,292400,-142210,0.688889,0.442948,158.181
50132,455981,311764,-144217,0.705556,0.44507,195.77
50133,458144,301981,-156163,0.7,0.434966,190.203
50134,438489,318000,-120489,0.683333,0.468045,163.373
50135,467655,291474,-176180,0.733333,0.410276,201.506
50136,440272,316706,-123565,0.705556,0.474671,198.744
50137,458290,327965,-130326,0.705556,0.468563,240.868
50138,450896,298400,-152496,0.711111,0.420903,182.612
50139,449785,292500,-157285,0.711111,0.435641,201.535
50140,443819,325400,-118419,0.677778,0.479117,187.37
50141,452368,325800,-126568,0.688889,0.472811,191.262
50142,450723,314680,-136043,0.7,0.460018,180.987
50143,437861,326600,-111261,0.688889,0.479884,196.013
50144,467791,341100,-126691,0.688889,0.473994,221.516
50145,441271,315040,-126231,0.666667,0.471178,164.912
50146,447405,315837,-131568,0.711111,0.462398,182.141
50147,449408,295937,-153472,0.705556,0.435971,173.908
50148,459504,297855,-161649,0.716667,0.421622,195.633
50149,454392,329967,-124425,0.677778,0.481419,188.202
50150,465090,308700,-156391,0.7,0.429502,193.545
50151,438096,321120,-116976,0.666667,0.479623,169.037
50152,457569,297400,-160169,0.705556,0.435337,174.162
50153,450874,324698,-126176,0.694444,0.467183,181.549
50154,440225,307102,-133123,0.7,0.442906,172.559
50155,445109,310413,-134696,0.711111,0.460042,185.099
50156,438860,311329,-127531,0.672222,0.465977,178.487
50157,441565,283000,-158565,0.716667,0.417509,160.241
50158,443586,325192,-118394,0.683333,0.468587,220.742
50159,446727,301282,-145444,0.7,0.444078,178.961
50160,460262,307600,-152662,0.711111,0.42811,204.14
50161,439764,325600,-114164,0.672222,0.483938,179.122
50162,453747,321600,-132147,0.694444,0.468539,188.439
50163,437676,316500,-121176,0.694444,0.466027,200.117
50164,438731,324432,-114299,0.677778,0.48424,173.921
50165,449237,326900,-122337,0.677778,0.471647,194.835
50166,456892,297900,-158992,0.733333,0.418267,216.815
50167,453256,273100,-180156,0.727778,0.408566,164.243
50168,437734,331299,-106435,0.677778,0.478872,195.708
50169,437261,305798,-131463,0.711111,0.444726,177.102
50170,450408,310366,-140041,0.716667,0.454208,189.983
50171,451991,315300,-136691,0.705556,0.462296,188.303
50172,442316,297563,-144753,0.694444,0.439538,164.744
50173,458471,314627,-143844,0.711111,0.455833,212.201
50174,439142,306500,-132642,0.711111,0.447211,194.473
50175,457680,318714,-138966,0.688889,0.457493,208.493
50176,455056,324848,-130207,0.7,0.459791,214.675
50177,459075,288900,-170175,0.711111,0.414929,165.038
50178,444395,344371,-100024,0.666667,0.504825,192.629
50179,445907,326000,-119907,0.655556,0.479422,177.088
50180,437513,321300,-116213,0.677778,0.475825,172.431
50181,453044,307392,-145652,0.683333,0.446587,180.741
50182,451358,328470,-122888,0.677778,0.473646,196.027
50183,449285,311180,-138105,0.694444,0.455955,185.466
50184,449215,316100,-133116,0.7,0.466078,177.301
50185,449321,306500,-142821,0.677778,0.449883,183.292
50186,450082,307500,-142582,0.7,0.442018,179.264
50187,447047,334359,-112688,0.672222,0.485234,192.091
50188,455342,319525,-135817,0.705556,0.467078,195.16
50189,438324,317100,-121224,0.688889,0.457996,172.907
50190,445007,292800,-152207,0.722222,0.432493,162.218
50191,436541,312100,-124441,0.711111,0.454657,190.732
50192,461838,298385,-163453,0.688889,0.434342,173.989
50193,454212,300985,-153227,0.694444,0.445268,194.598
50194,458169,285293,-172876,0.727778,0.406536,195.142
50195,442622,298600,-144022,0.688889,0.431785,167.636
50196,451295,315951,-135344,0.694444,0.460958,173.371
50197,441638,314355,-127283,0.672222,0.463192,166.776
50198,459953,286386,-173567,0.722222,0.413865,166.215
50199,455882,299895,-155987,0.711111,0.428366,198.596
50200,454846,327722,-127124,0.694444,0.464687,201.418
50201,453063,323123,-129940,0.672222,0.465682,186.525
50202,439355,302722,-136633,0.688889,0.452629,163.064
50203,455268,317600,-137668,0.722222,0.449662,203.816
50204,440802,304851,-135952,0.677778,0.449242,174.019
50205,461885,317000,-144885,0.711111,0.44945,220.692
50206,451986,311800,-140186,0.711111,0.451926,184.455
50207,442926,308300,-134626,0.7,0.446003,183.226
50208,462041,310612,-151430,0.722222,0.437659,198.883
50209,441147,317100,-124047,0.677778,0.464826,189.058
50210,455733,321500,-134233,0.722222,0.464543,217.626
50211,438091,308822,-129269,0.677778,0.461056,174.147
50212,460496,304000,-156496,0.7,0.427768,191.715
50213,445433,305347,-140086,0.705556,0.446289,191.791
50214,445765,312600,-133165,0.711111,0.450434,200.301
50215,456316,316054,-140262,0.716667,0.441569,212.76
50216,458595,310452,-148143,0.7,0.445767,196.28
50217,456872,309796,-147077,0.7,0.447024,175.127
50218,438284,288300,-149984,0.711111,0.432795,158.026
50219,445105,311467,-133638,0.688889,0.446542,205.17
50220,441823,316500,-125323,0.705556,0.457157,203.146
50221,446251,287900,-158351,0.683333,0.420604,159.462
50222,453038,309241,-143797,0.722222,0.435101,214.809
50223,461838,307725,-154113,0.683333,0.445272,163.814
50224,443447,307686,-135762,0.722222,0.451243,179.697
50225,452389,307000,-145389,0.688889,0.44532,170.408
50226,454061,302900,-151161,0.722222,0.428553,188.792
50227,439649,325353,-114296,0.694444,0.474625,199.684
50228,457810,297200,-160610,0.727778,0.422397,184.958
50229,453045,326389,-126656,0.683333,0.476489,208.12
50230,440810,291250,-149560,0.694444,0.429526,166.96
50231,444457,328959,-115497,0.677778,0.481311,191.274
50232,456743,310693,-146051,0.716667,0.440015,213.636
50233,462422,310168,-152254,0.7,0.441791,218.529
50234,445728,307300,-138428,0.711111,0.45159,168.765
50235,458035,310741,-147294,0.711111,0.444819,202.975
50236,457871,297100,-160771,0.727778,0.42517,193.019
50237,460664,311947,-148717,0.7,0.43315,221.364
50238,454040,329244,-124796,0.672222,0.474136,203.801
50239,440160,315170,-124990,0.688889,0.461031,204.173
50240,449226,331200,-118026,0.694444,0.4726,216.543
50241,456528,292200,-164329,0.7,0.420881,175.962
50242,462501,301600,-160901,0.711111,0.429829,187.416
50243,451541,307200,-144341,0.711111,0.442934,193.733
50244,449479,322100,-127379,0.711111,0.463109,185.601
50245,452515,321100,-131415,0.672222,0.468691,179.477
50246,442897,297200,-145697,0.688889,0.428228,172.441
50247,440313,296708,-143604,0.7,0.430849,179.318
50248,449887,273800,-176087,0.722222,0.402588,168.459
50249,453421,314876,-138546,0.722222,0.450471,203.984
50250,449683,310244,-139438,0.683333,0.447547,178.917
50251,434933,323607,-111326,0.705556,0.480619,189.158
50252,458333,300755,-157579,0.7,0.428175,188.052
50253,425316,316800,-108516,0.666667,0.484021,186.857
50254,449031,311900,-137131,0.705556,0.452756,188.381
50255,454742,310777,-143966,0.7,0.449918,189.555
50256,447862,317080,-130782,0.705556,0.460497,187.592
50257,465864,312374,-153491,0.716667,0.449149,203.944
50258,436476,301300,-135176,0.688889,0.454957,167.381
50259,447356,312300,-135056,0.727778,0.444305,194.443
50260,456963,301448,-155514,0.7,0.428747,171.311
50261,439975,326000,-113975,0.683333,0.4745,198.101
50262,456996,320163,-136833,0.694444,0.454906,181.501
50263,443806,315340,-128466,0.705556,0.462039,193.856
50264,459071,314677,-144395,0.738889,0.449196,220.361
50265,463599,319721,-143879,0.7,0.45724,205.681
50266,441281,307800,-133481,0.688889,0.452307,171.748
50267,445361,316258,-129104,0.688889,0.453034,213.964
50268,455378,281839,-173539,0.722222,0.412742,170.865
50269,466889,291431,-175458,0.722222,0.428201,179.464
50270,457598,322872,-134726,0.705556,0.458335,208.831
50271,458359,299637,-158723,0.722222,0.432277,178.772
50272,453652,286556,-167096,0.711111,0.413366,175.685
50273,437899,322300,-115599,0.661111,0.469187,166.011
50274,443705,295844,-147861,0.727778,0.434281,178.481
50275,442276,300238,-142038,0.705556,0.452664,162.694
50276,459121,321600,-137521,0.688889,0.459864,196.046
50277,449965,307700,-142265,0.733333,0.449745,193.559
50278,450415,306165,-144250,0.711111,0.443621,185.054
50279,452999,314488,-138511,0.688889,0.46691,193.111
50280,444638,324985,-119653,0.655556,0.476103,175.758
50281,458327,311800,-146527,0.7,0.448873,181.493
50282,455247,295985,-159261,0.727778,0.424127,210.868
50283,446670,307600,-139070,0.705556,0.440088,184.555
50284,449548,331000,-118548,0.661111,0.479385,180.135
50285,448037,315006,-133031,0.677778,0.468411,188.26
50286,438312,288900,-149412,0.705556,0.429511,160.365
50287,442959,314671,-128288,0.705556,0.451976,192.333
50288,451474,320741,-130733,0.705556,0.466399,184.07
50289,438323,295350,-142972,0.727778,0.429496,185.349
50290,448906,306384,-142522,0.688889,0.442184,175.861
50291,454266,301441,-152825,0.677778,0.440188,175.717
50292,454727,303400,-151327,0.733333,0.432299,209.51
50293,444525,301698,-142827,0.716667,0.440447,180.639
50294,453997,321109,-132888,0.705556,0.463926,213.729
50295,448852,325416,-123436,0.677778,0.474649,191.828
50296,442278,297700,-144578,0.694444,0.439806,163.54
50297,457463,297000,-160463,0.705556,0.434011,197.701
50298,450479,307800,-142679,0.727778,0.433598,214.026
50299,454003,298000,-156003,0.7,0.425784,169.755
50300,460649,291334,-169316,0.727778,0.413221,192.387
50301,455048,303500,-151548,0.716667,0.436776,179.577
50302,464935,309876,-155060,0.7,0.438931,184.698
50303,443299,312431,-130868,0.688889,0.44977,179.598
50304,440638,314539,-126099,0.694444,0.468002,180.246
50305,463409,306600,-156809,0.738889,0.439966,199.319
50306,448011,297300,-150711,0.738889,0.434412,213.443
50307,438508,302500,-136008,0.716667,0.444115,170.206
50308,438242,314276,-123967,0.677778,0.464289,171.944
50309,450475,315653,-134821,0.7,0.454023,195.579
50310,466498,287923,-178574,0.688889,0.412944,168.786
50311,451012,300408,-150604,0.738889,0.433206,215.898
50312,436741,311900,-124841,0.705556,0.462549,193.244
50313,447162,297900,-149262,0.722222,0.434929,184.708
50314,454695,316639,-138056,0.716667,0.456275,225.209
50315,454568,307700,-146868,0.688889,0.440214,180.041
50316,462156,329492,-132664,0.7,0.470559,200.554
50317,438871,293300,-145571,0.711111,0.436119,193.128
50318,445488,321293,-124195,0.677778,0.471031,185.754
50319,456350,321460,-134890,0.655556,0.458906,163.627
50320,443954,311800,-132154,0.7,0.448711,191.265
50321,441299,325600,-115699,0.672222,0.481178,170.566
50322,437134,307876,-129258,0.694444,0.446719,187.405
50323,442186,292200,-149986,0.688889,0.436636,166.635
50324,436186,315125,-121060,0.688889,0.460907,172.595
50325,460464,302700,-157764,0.727778,0.426092,191.459
50326,445736,324623,-121113,0.711111,0.4637,196.344
50327,456019,292700,-163319,0.722222,0.421023,183.56
50328,448821,308668,-140153,0.694444,0.453728,172.297
50329,450621,315307,-135314,0.694444,0.45408,196.454
50330,462146,302000,-160146,0.711111,0.432144,187.739
50331,439838,312680,-127159,0.683333,0.466302,168.753
50332,453820,321157,-132663,0.727778,0.455698,229.676
50333,452877,297200,-155677,0.711111,0.438645,172.945
50334,445294,315674,-129620,0.705556,0.453714,199.435
50335,464197,301008,-163188,0.705556,0.432192,181.114
50336,460757,296202,-164555,0.727778,0.428464,183.529
50337,446687,340700,-105987,0.661111,0.505361,195.13
50338,462865,282000,-180865,0.738889,0.409112,182.958
50339,440968,324265,-116704,0.677778,0.475969,218.29
50340,441026,333230,-107796,0.655556,0.496092,185.456
50341,460765,303200,-157565,0.727778,0.432619,192.507
50342,449977,312300,-137677,0.688889,0.46086,174.441
50343,444956,312000,-132956,0.722222,0.459035,189.494
50344,435742,300717,-135024,0.683333,0.445899,177.558
50345,455351,327197,-128155,0.705556,0.469316,233.48
50346,453855,291690,-162165,0.738889,0.417886,198.636
50347,471073,292345,-178728,0.733333,0.409106,186.255
50348,452681,307400,-145281,0.694444,0.438165,201.899
50349,453253,336100,-117153,0.688889,0.481876,219.405
50350,460582,311048,-149535,0.711111,0.448796,189.222
50351,446407,307500,-138907,0.7,0.450712,168.436
50352,455189,327400,-127789,0.683333,0.466777,175.404
50353,449246,314230,-135017,0.683333,0.461952,176.366
50354,451182,321800,-129382,0.7,0.458565,196.685
50355,444893,305640,-139253,0.7,0.447293,178.385
50356,435826,310192,-125634,0.683333,0.465779,191.49
50357,443739,317000,-126739,0.705556,0.460665,194.215
50358,465283,307700,-157583,0.7,0.433053,186.589
50359,445771,306700,-139071,0.683333,0.454047,162.292
50360,447026,307300,-139726,0.705556,0.445114,183.706
50361,445256,306500,-138756,0.688889,0.453996,202.134
50362,447433,312800,-134633,0.688889,0.455072,183.274
50363,443307,321444,-121863,0.666667,0.473864,176.359
50364,448574,312800,-135775,0.7,0.450271,169.879
50365,433837,318926,-114911,0.694444,0.481139,182.033
50366,452804,315698,-137106,0.7,0.455239,201.555
50367,438204,319499,-118705,0.688889,0.477036,185
50368,437511,301854,-135658,0.711111,0.445487,185.021
50369,440988,315806,-125182,0.722222,0.456933,204.448
50370,448427,322939,-125488,0.672222,0.467025,187.293
50371,460179,323031,-137148,0.711111,0.458203,187.703
50372,443309,321400,-121909,0.7,0.46411,188.628
50373,454209,328843,-125366,0.683333,0.471893,185.562
50374,448317,297100,-151217,0.694444,0.438175,179.622
50375,442153,343439,-98714.3,0.655556,0.504454,186.123
50376,433507,321149,-112358,0.705556,0.476106,193.974
50377,448225,300756,-147469,0.683333,0.44248,150.999
50378,436984,331300,-105684,0.683333,0.478648,200.675
50379,441456,316600,-124856,0.666667,0.461722,183.877
50380,450935,312200,-138735,0.705556,0.45629,190.162
50381,443358,325408,-117950,0.672222,0.484235,186.096
50382,454085,317064,-137020,0.683333,0.455546,180.149
50383,450310,325850,-124461,0.666667,0.475665,183.786
50384,444803,320060,-124743,0.677778,0.472003,179.262
50385,457383,312100,-145283,0.688889,0.451678,200.232
50386,440736,305465,-135271,0.733333,0.454194,211.435
50387,440338,319144,-121194,0.683333,0.461835,197.656
50388,461791,317100,-144691,0.7,0.447656,197.907
50389,431708,333353,-98355.1,0.672222,0.489503,184.022
50390,451533,306608,-144924,0.733333,0.441884,203.797
50391,440668,342411,-98256.7,0.65,0.513872,190.741
50392,457488,310560,-146928,0.7,0.440992,173.009
50393,459543,321753,-137790,0.705556,0.451618,190.823
50394,452709,315670,-137038,0.694444,0.456292,198.69
50395,445239,306356,-138883,0.711111,0.448797,169.516
50396,462013,296416,-165596,0.75,0.421323,198.786
50397,475815,297700,-178115,0.722222,0.42649,205.727
50398,450732,321325,-129407,0.705556,0.45537,203.454
50399,453151,322635,-130517,0.688889,0.463679,201.501
50400,457334,316502,-140832,0.705556,0.457046,198.827
50401,451273,295914,-155359,0.722222,0.423958,195.379
50402,439860,306800,-133060,0.683333,0.447066,180.988
50403,434900,318663,-116237,0.683333,0.474723,181.196
50404,465347,310207,-155139,0.711111,0.435933,217.594
50405,451644,310892,-140751,0.711111,0.448909,207.337
50406,463122,306300,-156822,0.7,0.435653,204.808
50407,444423,316575,-127848,0.683333,0.45932,181.939
50408,446510,336236,-110274,0.683333,0.490381,206.901
50409,438804,321000,-117804,0.677778,0.480354,168.663
50410,452120,290244,-161876,0.705556,0.438851,186.541
50411,446576,315243,-131333,0.7,0.448606,204.725
50412,441820,316000,-125820,0.688889,0.466413,190.553
50413,448909,311700,-137209,0.716667,0.450605,196.805
50414,449461,321900,-127561,0.694444,0.466659,182.922
50415,449991,320066,-129925,0.694444,0.458424,213.069
50416,447977,298847,-149130,0.722222,0.444468,209.433
50417,454916,316800,-138116,0.711111,0.460648,204.715
50418,448561,301899,-146662,0.733333,0.437341,196.544
50419,448636,315515,-133120,0.672222,0.469275,169.077
50420,453850,289703,-164147,0.694444,0.422268,161.477
50421,457084,323189,-133895,0.677778,0.462545,199.123
50422,452914,292042,-160872,0.727778,0.42331,166.038
50423,438685,310076,-128609,0.694444,0.460416,182.366
50424,448501,297700,-150801,0.694444,0.433662,177.019
50425,445983,321600,-124383,0.683333,0.461056,202.458
50426,465639,304362,-161277,0.705556,0.433268,187.72
50427,454281,306500,-147781,0.705556,0.446288,170.906
50428,437237,310662,-126575,0.688889,0.453754,188.275
50429,446929,309021,-137908,0.694444,0.448554,192.807
50430,453990,309736,-144254,0.694444,0.457839,188.214
50431,454659,316000,-138659,0.694444,0.458824,200.731
50432,445098,297400,-147698,0.7,0.440734,168.247
50433,445418,312100,-133318,0.688889,0.451276,172.304
50434,445741,302501,-143240,0.733333,0.432908,196.356
50435,458045,302800,-155245,0.705556,0.430405,195.006
50436,446879,315900,-130979,0.672222,0.46309,179.984
50437,448894,314481,-134414,0.688889,0.459217,188.275
50438,464139,320213,-143927,0.672222,0.460375,185.928
50439,448168,295663,-152505,0.688889,0.436554,168.99
50440,443279,326538,-116741,0.683333,0.479168,188.431
50441,449523,305735,-143788,0.683333,0.446261,185.394
50442,440541,300592,-139949,0.727778,0.445273,201.906
50443,445531,317100,-128431,0.694444,0.459339,185.629
50444,444910,314519,-130391,0.7,0.467039,180.248
50445,439070,297300,-141770,0.694444,0.439325,185.439
50446,460930,301494,-159436,0.744444,0.423909,210.17
50447,446308,290850,-155458,0.716667,0.423118,168.459
50448,444329,311300,-133029,0.7,0.456901,168.232
50449,443304,287900,-155404,0.75,0.4217,186.521
50450,457226,312583,-144643,0.716667,0.441892,206.063
50451,444875,335411,-109464,0.688889,0.477046,219.463
50452,456225,312558,-143667,0.716667,0.443764,188.102
50453,438495,308000,-130495,0.727778,0.448623,167.702
50454,441953,335302,-106651,0.694444,0.485683,212.727
50455,465742,320812,-144929,0.733333,0.44752,213.665
50456,447961,330580,-117381,0.677778,0.478533,188.189
50457,443853,306900,-136953,0.711111,0.453209,186.612
50458,457789,301580,-156208,0.711111,0.433278,194.37
50459,462214,307700,-154514,0.7,0.427522,204.462
50460,451070,302000,-149070,0.716667,0.439288,170.207
50461,457165,291765,-165400,0.733333,0.416355,197.045
50462,445149,311800,-133349,0.694444,0.460999,187.849
50463,445212,319303,-125909,0.7,0.461746,193.432
50464,450957,315267,-135690,0.677778,0.459369,186.564
50465,451698,326800,-124898,0.683333,0.469312,191.125
50466,448684,324961,-123723,0.694444,0.474256,199.033
50467,437938,314613,-123324,0.711111,0.456559,204.682
50468,448876,297100,-151776,0.677778,0.441055,157.78
50469,449445,310726,-138719,0.694444,0.450116,199.968
50470,449122,323745,-125377,0.705556,0.473677,217.573
50471,456123,310251,-145872,0.711111,0.455933,204.985
50472,462756,290469,-172287,0.711111,0.419712,187.407
50473,462755,311000,-151755,0.711111,0.445516,189.535
50474,462640,298300,-164340,0.733333,0.421105,209.803
50475,441164,312100,-129064,0.711111,0.449778,172.134
50476,445797,327333,-118464,0.655556,0.487036,184.637
50477,447047,293000,-154047,0.727778,0.43446,206.791
50478,446565,292700,-153865,0.733333,0.420301,185.56
50479,452373,283400,-168973,0.716667,0.409965,177.454
50480,476990,278100,-198890,0.733333,0.399037,180.8
50481,456190,298626,-157564,0.733333,0.430966,217.894
50482,453669,283600,-170069,0.733333,0.409213,172.853
50483,453601,312500,-141101,0.705556,0.444724,202.952
50484,440624,338115,-102508,0.666667,0.495751,206.438
50485,447109,304607,-142503,0.683333,0.458706,165.468
50486,449689,311700,-137989,0.694444,0.458861,177.648
50487,451043,292100,-158943,0.7,0.430552,182.861
50488,465251,298122,-167129,0.7,0.42485,193.102
50489,443549,313318,-130232,0.683333,0.458972,163.016
50490,451489,300764,-150725,0.7,0.441889,176.174
50491,442722,312078,-130644,0.7,0.456948,184.91
50492,443269,325383,-117886,0.677778,0.471478,177.491
50493,456702,311500,-145202,0.716667,0.45148,189.583
50494,444755,289200,-155555,0.727778,0.412767,192.737
50495,450616,312200,-138416,0.694444,0.448995,171.325
50496,462511,301541,-160970,0.711111,0.42948,216.499
50497,447902,302800,-145102,0.694444,0.441311,163.131
50498,453971,316482,-137488,0.705556,0.446091,185.172
50499,445230,326900,-118330,0.672222,0.475984,168.712
50500,470213,303200,-167013,0.716667,0.428278,192.353
50501,447607,317633,-129974,0.683333,0.458249,189.684
50502,451197,299982,-151216,0.7,0.445042,176.715
50503,461751,307400,-154351,0.738889,0.429617,231.046
50504,453318,314783,-138535,0.688889,0.458645,174.888
50505,443297,300478,-142819,0.694444,0.435779,170.85
50506,445017,324838,-120179,0.705556,0.466491,234.833
50507,474813,301253,-173559,0.716667,0.421087,213.276
50508,447956,330900,-117056,0.694444,0.480708,182.848
50509,438467,315185,-123282,0.7,0.458235,195.374
50510,449755,329137,-120618,0.661111,0.478287,196.533
50511,427346,311374,-115972,0.688889,0.46853,177.435
50512,455119,327200,-127919,0.694444,0.462202,198.229
50513,459062,301153,-157909,0.688889,0.442044,177.173
50514,446145,307800,-138345,0.733333,0.448534,222.455
50515,445558,335300,-110258,0.672222,0.488769,185.212
50516,456606,315457,-141149,0.677778,0.45526,204.168
