scenario,total_cost,total_revenue,profit,stockout_rate,service_level,inventory_turnover
54,434740,312500,-122240,0.716667,0.456544,220.543
55,447465,328581,-118884,0.688889,0.473324,209.238
56,439319,330489,-108830,0.666667,0.486822,187.702
57,448834,305813,-143021,0.711111,0.445103,202.805
58,447177,316700,-130477,0.683333,0.463155,166.008
59,439016,301933,-137083,0.7,0.44176,195.432
60,429953,329931,-100022,0.65,0.487113,182.786
61,449172,333760,-115412,0.7,0.477808,204.843
62,454510,329043,-125466,0.7,0.472591,222.889
63,461158,317300,-143858,0.705556,0.446124,190.775
64,446156,319960,-126196,0.677778,0.469273,169.325
65,456621,302700,-153921,0.694444,0.433802,172.022
66,467909,324779,-143129,0.677778,0.454607,198.539
67,452702,307100,-145602,0.733333,0.437312,210.396
68,453545,293500,-160045,0.733333,0.405962,190.981
69,462729,313907,-148822,0.711111,0.454562,215.875
70,462606,288400,-174206,0.716667,0.410494,164.985
71,444818,304658,-140160,0.7,0.453288,184.385
72,451561,327600,-123961,0.683333,0.46534,185.632
73,453704,308720,-144984,0.672222,0.459138,189.715
74,454280,311600,-142680,0.711111,0.453258,191.972
75,455347,297600,-157747,0.688889,0.428617,174.804
76,465268,271649,-193619,0.727778,0.397374,175.95
77,440058,310975,-129083,0.694444,0.460322,174.061
78,454106,277300,-176806,0.7,0.422056,142.54
79,452250,311430,-140819,0.705556,0.447909,176.46
80,444519,318773,-125746,0.694444,0.476019,161.263
81,447998,306366,-141632,0.683333,0.442286,174.184
82,451160,326300,-124860,0.694444,0.473372,209.781
83,452321,300376,-151945,0.705556,0.434286,189.888
84,442809,321600,-121209,0.688889,0.470723,177.978
85,445190,311551,-133639,0.672222,0.461418,179.251
86,439939,326644,-113295,0.711111,0.484315,202.668
87,458433,319498,-138935,0.705556,0.453747,189.068
88,446746,321600,-125146,0.683333,0.465673,160.923
89,456954,319762,-137192,0.666667,0.465147,193.531
90,443354,318240,-125114,0.683333,0.459711,189.486
91,462492,312700,-149792,0.716667,0.44035,183.333
92,450594,316199,-134395,0.683333,0.458988,180.53
93,442634,330600,-112034,0.683333,0.484256,188.002
94,432794,287934,-144861,0.716667,0.429561,178.514
95,453246,306259,-146987,0.677778,0.438734,196.417
96,440499,296902,-143597,0.727778,0.426145,186.642
97,438146,324436,-113709,0.666667,0.479311,180.698
98,438740,316000,-122740,0.705556,0.467827,191.98
99,445630,310708,-134923,0.677778,0.455515,176.76
100,447527,325023,-122504,0.694444,0.47416,198.732
101,436476,321575,-114901,0.688889,0.474292,202.747
102,434637,302500,-132137,0.688889,0.450085,160.119
103,445890,307800,-138090,0.688889,0.451388,164.724
104,455305,312200,-143105,0.705556,0.448293,185.635
105,447700,295905,-151795,0.711111,0.433177,173.652
106,456331,302800,-153531,0.744444,0.428114,208.628
107,459825,321333,-138492,0.694444,0.458123,200.562
108,443273,319607,-123666,0.7,0.475664,178.997
109,451429,312500,-138929,0.716667,0.444278,206.467
110,454117,306037,-148080,0.7,0.442303,174.608
111,443471,298000,-145471,0.716667,0.438888,169.572
112,469069,306021,-163048,0.722222,0.426031,203.964
113,462469,311800,-150669,0.727778,0.436939,222.438
114,438346,305955,-132391,0.7,0.457401,184.28
115,445027,317300,-127727,0.688889,0.457087,180.75
116,446381,320998,-125383,0.688889,0.461516,184.425
117,452081,312800,-139281,0.694444,0.441425,172.916
118,441463,306600,-134863,0.688889,0.459468,154.563
119,448942,311906,-137035,0.688889,0.452544,194.8
120,450336,319675,-130661,0.7,0.464043,207.461
121,460739,314789,-145950,0.688889,0.44807,181.385
122,440649,309153,-131496,0.716667,0.451788,202.245
123,443710,305496,-138214,0.705556,0.458337,172.142
124,451519,304215,-147304,0.694444,0.442384,182.783
125,445878,322200,-123678,0.666667,0.466146,177.591
126,440749,312600,-128149,0.705556,0.464337,218.706
127,462154,313423,-148731,0.683333,0.459058,180.736
128,444640,300930,-143710,0.688889,0.446365,169.665
129,453840,317300,-136540,0.683333,0.448974,205.293
130,453482,302700,-150782,0.688889,0.447422,168.088
131,444466,321600,-122866,0.666667,0.460876,177.486
132,444900,330900,-114000,0.694444,0.478635,190.27
133,464764,296984,-167780,0.711111,0.416138,187.721
134,445033,340000,-105033,0.672222,0.500331,201.955
135,438025,304637,-133388,0.7,0.451628,178.362
136,467824,304709,-163115,0.711111,0.43422,180.549
137,453214,325700,-127514,0.7,0.470885,200.565
138,444253,321135,-123118,0.722222,0.466278,215.243
139,456712,296738,-159975,0.7,0.431666,173.878
140,444139,296287,-147852,0.711111,0.43737,185.561
141,449794,325500,-124294,0.694444,0.473197,180.558
142,437764,314383,-123381,0.7,0.458784,172.954
143,454123,313110,-141014,0.683333,0.455846,171.308
144,453043,297100,-155943,0.705556,0.433799,182.929
145,452557,305535,-147022,0.705556,0.443408,177.898
146,429744,304490,-125254,0.711111,0.452628,191.945
147,447210,334048,-113161,0.655556,0.483648,203.529
148,459922,303300,-156622,0.711111,0.427381,201.004
149,442973,311500,-131473,0.7,0.458536,188.675
150,443478,307200,-136278,0.716667,0.447193,192.742
151,448674,302600,-146074,0.711111,0.445272,171.604
152,461208,298600,-162608,0.727778,0.424452,191.39
153,445778,328130,-117648,0.672222,0.478148,204.462
154,439437,319866,-119571,0.661111,0.46971,178.317
155,462802,326900,-135902,0.727778,0.454693,223.823
156,466299,307600,-158699,0.733333,0.432011,204.863
157,462187,297300,-164887,0.738889,0.425788,185.039
158,456623,306455,-150168,0.711111,0.431959,190.875
159,453729,329230,-124499,0.666667,0.473649,192.851
160,445594,315700,-129894,0.705556,0.465205,191.999
161,446134,306300,-139834,0.694444,0.453074,149.731
162,457159,330352,-126806,0.677778,0.466588,201.756
163,460418,291300,-169118,0.738889,0.417645,205.547
164,448316,325017,-123299,0.672222,0.473513,176.635
165,452907,297400,-155507,0.705556,0.429255,184.324
166,452125,321834,-130291,0.7,0.453343,212.206
167,453726,319425,-134301,0.688889,0.45835,214.214
168,463392,316800,-146592,0.722222,0.450687,196.785
169,453907,325827,-128080,0.711111,0.461952,196.554
170,443227,298000,-145227,0.738889,0.437492,185.534
171,465567,295365,-170202,0.722222,0.426363,190.35
172,450728,297018,-153710,0.705556,0.429098,164.126
173,450102,334832,-115269,0.683333,0.484405,204.552
174,454201,303300,-150901,0.727778,0.425719,202.008
175,447360,317334,-130026,0.666667,0.460919,174.731
176,439853,296731,-143121,0.705556,0.429746,196.353
177,442953,309860,-133093,0.694444,0.463195,172.714
178,444887,322292,-122595,0.683333,0.469046,187.196
179,443276,300652,-142624,0.683333,0.449587,150.777
180,448704,304967,-143737,0.677778,0.441852,183.735
181,449662,320025,-129637,0.711111,0.46157,206.857
182,439948,306900,-133048,0.694444,0.452386,172.88
183,451169,319095,-132074,0.694444,0.458787,188.578
184,435577,277900,-157677,0.722222,0.420995,156.856
185,443564,321110,-122454,0.7,0.470326,172.813
186,443404,312300,-131104,0.7,0.452926,189.549
187,440486,344178,-96307.8,0.666667,0.496833,184.971
188,449364,321900,-127464,0.7,0.462328,196.203
189,439259,306563,-132696,0.7,0.456603,177.221
190,445130,317300,-127830,0.683333,0.45969,169.741
191,454296,306700,-147596,0.688889,0.450176,185.545
192,441123,328558,-112566,0.672222,0.492162,175.766
193,435344,306200,-129144,0.694444,0.459203,176.359
194,446310,314706,-131604,0.7,0.451234,200.549
195,440518,305852,-134666,0.733333,0.436269,223.148
196,448818,316400,-132418,0.672222,0.46745,175.671
197,457539,329098,-128441,0.655556,0.476949,173.944
198,452420,299546,-152874,0.727778,0.433601,193.674
199,453703,311260,-142443,0.711111,0.446408,178.057
200,453703,286574,-167129,0.733333,0.416403,176.959
201,440575,339977,-100598,0.683333,0.490578,209.595
202,450241,325674,-124567,0.694444,0.468803,213.904
203,445956,294980,-150976,0.711111,0.433579,175.854
204,455461,308537,-146924,0.694444,0.452713,173.755
205,460143,290259,-169884,0.744444,0.421961,220.96
206,456122,316342,-139780,0.677778,0.449452,185.673
207,448359,321769,-126590,0.694444,0.46811,180.287
208,442379,317800,-124579,0.7,0.461177,180.375
209,448638,321400,-127238,0.7,0.462269,179.175
210,444440,332943,-111497,0.666667,0.486506,174.063
211,449582,310703,-138879,0.716667,0.457166,199.404
212,444166,309946,-134219,0.705556,0.451246,204.972
213,457985,296338,-161646,0.711111,0.428882,183.102
214,454446,324743,-129703,0.7,0.460235,195.818
215,459981,300692,-159289,0.711111,0.429899,203.02
216,447903,324432,-123471,0.683333,0.471411,179.382
217,446143,342936,-103207,0.666667,0.499094,206.996
218,440683,297700,-142983,0.7,0.443867,170.846
219,447471,298200,-149271,0.7,0.441852,182.376
220,432969,338531,-94437.6,0.688889,0.495985,218.641
221,450504,300509,-149995,0.7,0.446524,180.595
222,455325,306049,-149276,0.688889,0.438479,175.93
223,442728,311000,-131728,0.7,0.462278,175.262
224,437313,305374,-131939,0.677778,0.450274,163.045
225,434977,309378,-125599,0.688889,0.46527,175.615
226,458682,308408,-150274,0.722222,0.443379,193.376
227,458839,327191,-131648,0.677778,0.452669,220.915
228,437862,311800,-126062,0.7,0.458915,181.406
229,450016,340400,-109616,0.694444,0.490563,214.418
230,445322,287657,-157665,0.716667,0.41168,193.444
231,460162,301776,-158386,0.722222,0.43683,192.215
232,451850,306800,-145050,0.683333,0.441109,165.475
233,451262,320775,-130487,0.688889,0.456156,205.365
234,446808,321598,-125210,0.7,0.462487,193.633
235,455526,306004,-149522,0.727778,0.446725,197.173
236,456191,325645,-130546,0.694444,0.470176,184.354
237,446816,330900,-115916,0.694444,0.484793,186.162
238,426927,319729,-107198,0.688889,0.474963,188.372
239,448770,307000,-141770,0.688889,0.445693,184.722
240,449299,306892,-142407,0.7,0.444765,186.966
241,447768,320490,-127278,0.677778,0.469371,173.414
242,451927,306700,-145227,0.683333,0.451866,172.376
243,454300,307500,-146800,0.722222,0.44001,203.361
244,455155,307100,-148055,0.688889,0.44211,177.103
245,443328,316400,-126928,0.705556,0.459112,199.432
246,428024,313890,-114135,0.677778,0.47668,179.369
247,445711,312100,-133611,0.727778,0.446927,184.685
248,447657,301427,-146230,0.733333,0.43139,196.352
249,445402,320629,-124773,0.688889,0.464805,168.795
250,462471,310113,-152358,0.722222,0.442311,231.043
251,450066,326913,-123153,0.683333,0.472504,200.721
252,459790,315926,-143864,0.694444,0.44977,178.501
253,444594,330237,-114357,0.666667,0.474675,187.29
254,432198,293308,-138890,0.716667,0.436841,165.353
255,439753,310554,-129199,0.7,0.461474,187.44
256,448731,310920,-137811,0.705556,0.442591,198.437
257,460210,297900,-162310,0.738889,0.426489,210.127
258,454729,305162,-149568,0.722222,0.43596,191.58
259,453728,297874,-155854,0.716667,0.423969,172.631
260,447664,308919,-138745,0.672222,0.466351,182.16
261,437505,312000,-125505,0.7,0.455003,180.683
262,440906,306300,-134606,0.694444,0.457144,174.19
263,454569,329438,-125130,0.677778,0.476517,192.564
264,448368,323388,-124981,0.672222,0.469186,199.334
265,463583,321137,-142446,0.716667,0.446294,231.447
266,455450,310365,-145085,0.711111,0.446522,194.941
267,456026,311145,-144882,0.716667,0.442227,189.996
268,457587,306030,-151558,0.722222,0.433628,199.989
269,448472,287600,-160872,0.733333,0.419246,171.593
270,455040,316800,-138240,0.711111,0.453995,190.7
271,452108,315839,-136268,0.711111,0.452906,189.311
272,451649,328645,-123004,0.672222,0.474778,188.596
273,445091,314190,-130901,0.688889,0.456513,177.286
274,447624,313000,-134624,0.7,0.452896,175.92
275,446119,310917,-135202,0.677778,0.45212,173.119
276,430137,305543,-124594,0.705556,0.455825,183.115
277,464041,292100,-171941,0.722222,0.424633,179.969
278,460347,281744,-178603,0.716667,0.403938,180.56
279,470398,273743,-196656,0.744444,0.388268,160.673
280,447562,315530,-132032,0.694444,0.458929,195.645
281,446946,305236,-141710,0.672222,0.448347,177.685
282,453793,306309,-147484,0.716667,0.439404,192.235
283,449422,305694,-143727,0.705556,0.439821,186.663
284,439848,302700,-137148,0.683333,0.44966,183.432
285,456195,330218,-125977,0.688889,0.471175,209.51
286,440610,319064,-121546,0.677778,0.47046,207.052
287,451810,332369,-119441,0.683333,0.481417,214.46
288,456304,308100,-148204,0.694444,0.438259,206.435
289,462548,321384,-141164,0.7,0.458919,192.106
290,455638,341100,-114538,0.7,0.479222,238.36
291,445956,330400,-115556,0.683333,0.481494,177.259
292,433579,324604,-108975,0.694444,0.484938,181.79
293,457628,314552,-143076,0.711111,0.455653,208.62
294,442644,331600,-111044,0.677778,0.484954,174.9
295,455111,336100,-119011,0.666667,0.48849,200.709
296,447162,287700,-159462,0.716667,0.423196,169.183
297,438316,323743,-114573,0.666667,0.472453,193.36
298,452196,311308,-140888,0.683333,0.452893,165.096
299,437172,306996,-130176,0.694444,0.44729,179.346
300,459342,308316,-151026,0.688889,0.444037,205.531
301,440813,316200,-124613,0.688889,0.463194,177.233
302,445168,298000,-147168,0.716667,0.435309,184.752
303,453924,316000,-137924,0.688889,0.454528,206.589
304,436056,305362,-130694,0.683333,0.456368,164.453
305,436373,308504,-127868,0.672222,0.46091,185.154
306,447633,327115,-120518,0.683333,0.488472,196.449
307,430892,305887,-125005,0.688889,0.450668,166.099
308,465624,292675,-172949,0.75,0.409214,207.383
309,448974,311763,-137211,0.677778,0.45422,177.928
310,462593,319691,-142902,0.722222,0.452487,192.791
311,460796,296918,-163878,0.7,0.421567,178.677
312,454308,296864,-157445,0.7,0.431466,179.668
313,432067,292192,-139875,0.722222,0.436569,179.434
314,458282,305760,-152521,0.688889,0.445335,188.986
315,459960,335628,-124333,0.683333,0.478307,193.829
316,458583,306726,-151857,0.7,0.439709,183.034
317,458679,315657,-143022,0.716667,0.459308,214.837
318,460606,305240,-155365,0.7,0.437019,186.278
319,452020,334900,-117120,0.672222,0.477695,208.048
320,454177,298100,-156077,0.722222,0.43591,218.961
321,451371,297500,-153871,0.694444,0.445643,166.224
322,456798,312174,-144624,0.666667,0.454922,160.906
323,446194,302686,-143509,0.716667,0.439311,194.838
324,442540,330823,-111716,0.655556,0.476953,187.438
325,449753,297554,-152199,0.705556,0.431691,170.715
326,453960,302500,-151460,0.711111,0.440785,180.509
327,438302,301210,-137092,0.711111,0.453455,188.039
328,444921,301373,-143549,0.694444,0.443861,172.2
329,459868,310844,-149023,0.694444,0.452998,178.376
330,458820,288200,-170620,0.722222,0.415105,185.464
331,445855,286834,-159021,0.716667,0.420762,189.825
332,441692,317000,-124692,0.694444,0.460335,191.056
333,468198,303806,-164393,0.722222,0.421161,223.287
334,455023,301980,-153043,0.7,0.442575,197.13
335,437114,308877,-128237,0.711111,0.45781,187.614
336,440811,312247,-128564,0.7,0.459336,173.782
337,424173,307300,-116873,0.705556,0.458465,180.212
338,457176,307400,-149776,0.711111,0.442158,186.002
339,443177,333444,-109733,0.661111,0.48744,180.01
340,457460,330958,-126501,0.666667,0.476721,201.837
341,447284,328673,-118611,0.694444,0.482413,210.262
342,464932,301494,-163438,0.722222,0.427812,192.644
343,455287,302117,-153170,0.716667,0.429074,179.273
344,450769,311564,-139205,0.694444,0.445516,175.478
345,443698,324052,-119646,0.7,0.478971,194.317
346,463425,308366,-155059,0.705556,0.435246,209.8
347,439953,326465,-113488,0.683333,0.477631,179.674
348,439774,330633,-109142,0.655556,0.487425,180.883
349,450720,297400,-153320,0.738889,0.433607,195.305
350,467776,311233,-156543,0.694444,0.441536,196.175
351,453414,319521,-133893,0.672222,0.467032,175.151
352,447635,314833,-132802,0.711111,0.461222,205.135
353,434878,292900,-141978,0.705556,0.440113,169.311
354,461319,307800,-153519,0.694444,0.435031,188.259
355,451053,308231,-142821,0.7,0.438582,201.485
356,445667,297309,-148358,0.694444,0.436238,179.356
357,456640,303500,-153140,0.722222,0.436806,207.331
358,456905,321820,-135084,0.683333,0.465566,182.327
359,455285,324922,-130363,0.683333,0.469061,188.955
360,441873,297800,-144073,0.694444,0.440394,171.089
361,438390,326400,-111990,0.666667,0.475985,184.186
362,451556,311400,-140156,0.711111,0.449931,186.973
363,456730,301750,-154980,0.683333,0.430756,171.75
364,447406,326443,-120963,0.705556,0.46745,205.637
365,446132,333742,-112390,0.683333,0.486607,193.446
366,439215,310351,-128864,0.705556,0.454617,198.427
367,436043,315580,-120463,0.666667,0.467425,169.244
368,461909,302327,-159582,0.711111,0.434829,192.449
369,445160,293300,-151860,0.738889,0.422252,190.846
370,452967,306500,-146467,0.688889,0.448193,175.549
371,449910,310692,-139218,0.677778,0.452364,175.35
372,446570,315636,-130934,0.7,0.457006,198.064
373,456197,309829,-146368,0.683333,0.459245,164.546
374,460040,310344,-149696,0.705556,0.446284,189.468
375,450123,310889,-139233,0.683333,0.459549,167.279
376,453198,312300,-140898,0.677778,0.448601,181.09
377,474062,306917,-167146,0.727778,0.429228,200.409
378,455785,315444,-140341,0.705556,0.452633,194.006
379,452348,332644,-119704,0.694444,0.490612,194.401
380,434098,304715,-129383,0.711111,0.453188,171.622
381,436067,321000,-115067,0.661111,0.477302,166.825
382,446632,304815,-141817,0.716667,0.449636,169.116
383,454523,287863,-166660,0.733333,0.429938,184.875
384,440518,305517,-135000,0.705556,0.440854,193.772
385,434449,312433,-122016,0.672222,0.47391,169.414
386,459743,304336,-155407,0.688889,0.437665,167.317
387,463770,318587,-145183,0.688889,0.465301,181.993
388,454496,314212,-140284,0.716667,0.449432,198.082
389,452155,316338,-135817,0.722222,0.449156,203.148
390,459684,307800,-151884,0.688889,0.436286,189.346
391,446234,307700,-138534,0.711111,0.445714,196.122
392,440665,322200,-118465,0.688889,0.472454,197.139
393,450505,302200,-148305,0.722222,0.434102,178.675
394,448539,335100,-113439,0.661111,0.488164,209.202
395,447517,316800,-130717,0.688889,0.461661,180.541
396,460455,321051,-139404,0.705556,0.454645,211.791
397,450819,297300,-153519,0.733333,0.428752,193.547
398,441511,329462,-112049,0.655556,0.491323,175.194
399,430865,327626,-103239,0.661111,0.489445,177.8
400,451430,320368,-131062,0.672222,0.464575,183.841
401,453732,307300,-146432,0.711111,0.445681,156.231
402,447196,320766,-126431,0.705556,0.467514,189.092
403,459116,331300,-127816,0.694444,0.468539,220.353
404,454242,314967,-139275,0.7,0.450709,177.352
405,453670,325953,-127717,0.683333,0.461641,205.454
406,441014,313876,-127138,0.7,0.46282,194.232
407,452693,331055,-121638,0.677778,0.473683,204.666
408,451534,326500,-125034,0.705556,0.467013,195.888
409,453474,308200,-145274,0.727778,0.431608,195.313
410,451498,290939,-160558,0.722222,0.42771,169.325
411,442702,291575,-151127,0.705556,0.435007,181.726
412,439403,298300,-141103,0.705556,0.435702,173.381
413,445705,326100,-119605,0.672222,0.472538,195.571
414,439776,324298,-115478,0.661111,0.478527,191.88
415,449705,306800,-142905,0.672222,0.448854,163.49
416,450978,302300,-148678,0.733333,0.428613,194.894
417,455189,305554,-149635,0.688889,0.455242,176.527
418,446899,302000,-144899,0.727778,0.439383,202.738
419,464494,313354,-151140,0.711111,0.439464,186.679
420,449371,285609,-163761,0.711111,0.418776,190.033
421,453951,293200,-160751,0.738889,0.419871,211.583
422,450485,297918,-152566,0.7,0.432826,169.208
423,451659,300838,-150821,0.711111,0.435211,200.796
424,467483,296835,-170648,0.722222,0.408696,208.949
425,451944,306700,-145244,0.677778,0.450476,195.748
426,456045,288000,-168045,0.733333,0.410796,183.785
427,432787,324202,-108585,0.677778,0.48215,182.334
428,452040,292083,-159956,0.733333,0.424739,180.458
429,439418,311500,-127918,0.694444,0.46481,206.854
430,439561,312400,-127161,0.683333,0.456902,182.058
431,449362,320452,-128910,0.677778,0.463698,178.51
432,442786,317000,-125786,0.705556,0.461046,195.699
433,451406,334132,-117274,0.677778,0.470082,206.521
434,445850,317000,-128850,0.683333,0.456089,184.619
435,441428,305181,-136247,0.7,0.437845,215.269
436,439962,315485,-124477,0.677778,0.464728,179.846
437,458783,312992,-145792,0.7,0.44449,182.648
438,453133,312110,-141024,0.677778,0.461206,172.92
439,458160,305620,-152540,0.7,0.449049,174.437
440,454128,312200,-141928,0.711111,0.447685,183.516
441,436897,299575,-137322,0.7,0.442165,178.28
442,453089,306400,-146689,0.683333,0.446578,171.169
443,459847,285521,-174326,0.738889,0.405146,187.291
444,456299,324569,-131730,0.705556,0.46632,208.898
445,451664,320700,-130964,0.688889,0.471331,202.782
446,437213,317400,-119813,0.672222,0.462387,181.072
447,455916,309774,-146142,0.705556,0.446934,200.831
448,447479,320154,-127325,0.683333,0.467888,183.426
449,464407,306755,-157652,0.733333,0.432228,214.767
450,442637,310613,-132024,0.7,0.45464,188.423
451,442548,315343,-127205,0.677778,0.463949,175.558
452,461976,307900,-154076,0.705556,0.43472,190.397
453,460341,317600,-142741,0.688889,0.453166,174.55
454,440591,310843,-129748,0.7,0.452457,186.983
455,450292,302000,-148292,0.694444,0.436606,173.669
456,458431,307000,-151431,0.716667,0.441609,201.898
457,468827,311121,-157706,0.694444,0.439125,199.315
458,447429,302400,-145029,0.722222,0.4383,195.709
459,448773,319408,-129365,0.705556,0.46418,190.094
460,452826,300010,-152816,0.727778,0.432492,204.623
461,446591,308168,-138423,0.705556,0.455618,213.964
462,447725,318477,-129248,0.655556,0.462393,180.933
463,455364,302300,-153064,0.7,0.439761,193.264
464,438665,319643,-119022,0.683333,0.470692,180.13
465,453008,322697,-130312,0.694444,0.46441,184.759
466,450636,329938,-120698,0.677778,0.481734,183.599
467,445720,316600,-129120,0.694444,0.450677,194.537
468,451997,315612,-136385,0.7,0.455188,185.648
469,465231,335700,-129531,0.666667,0.477066,172.627
470,450669,305522,-145147,0.722222,0.449064,196.781
471,438498,293200,-145298,0.727778,0.429544,188.43
472,451278,319335,-131943,0.672222,0.470809,182.257
473,453180,313279,-139902,0.694444,0.451312,199.066
474,462677,315453,-147224,0.722222,0.436426,186.249
475,458413,315271,-143142,0.705556,0.451143,192.516
476,461315,334972,-126343,0.694444,0.477522,217.501
477,443358,302800,-140558,0.727778,0.43681,192.699
478,444961,340400,-104561,0.672222,0.494683,187.723
479,452618,314968,-137651,0.694444,0.455717,176.428
480,444853,309189,-135664,0.694444,0.456422,186.307
481,451918,337161,-114757,0.683333,0.483715,222.666
482,458234,298900,-159334,0.727778,0.426604,193.687
483,426113,331895,-94218.6,0.622222,0.509983,168.719
484,434350,321400,-112950,0.666667,0.483807,166.139
485,447203,281347,-165856,0.744444,0.422959,192.195
486,462690,311870,-150819,0.694444,0.449836,177.483
487,451050,340815,-110235,0.677778,0.500122,192.397
488,448071,318948,-129123,0.677778,0.474556,191.595
489,452167,288956,-163211,0.683333,0.423369,162.932
490,454760,306900,-147860,0.705556,0.448651,173.805
491,448402,325335,-123067,0.694444,0.464316,207.068
492,436692,321060,-115632,0.683333,0.48026,192.771
493,437295,315059,-122236,0.683333,0.468561,166.474
494,449612,309180,-140432,0.688889,0.447004,185.234
495,467355,276970,-190385,0.727778,0.400528,176.804
496,451826,315384,-136442,0.683333,0.454528,188.139
497,439638,314581,-125057,0.688889,0.464024,185.881
498,442861,302000,-140861,0.688889,0.440356,171.261
499,448494,315590,-132904,0.716667,0.4561,207.497
500,471434,306056,-165377,0.705556,0.431888,192.17
501,465398,306562,-158836,0.722222,0.427111,207.561
502,448765,316200,-132565,0.711111,0.453735,188.574
503,466385,311472,-154914,0.683333,0.442517,181.913
504,464172,304747,-159425,0.722222,0.433614,211.246
505,452326,285422,-166904,0.733333,0.41323,199.546
506,461488,291903,-169585,0.727778,0.417816,183.829
507,445466,303483,-141984,0.7,0.435262,164.275
508,456213,306900,-149313,0.716667,0.445909,206.834
509,453690,303000,-150690,0.716667,0.437075,183.157
510,455682,320346,-135336,0.7,0.456854,210.082
511,440836,341928,-98908,0.655556,0.504002,184.969
512,452281,315800,-136481,0.705556,0.456775,200.445
513,450426,312300,-138126,0.694444,0.452528,205.156
514,458584,306003,-152581,0.711111,0.4352,177.552
515,438592,341200,-97391.9,0.644444,0.496097,188.581
516,447439,307200,-140239,0.694444,0.443164,182.538
517,453413,331000,-122413,0.688889,0.473253,197.901
518,463764,296837,-166927,0.711111,0.430927,185.47
519,453987,306511,-147476,0.705556,0.438235,194.446
520,459256,302280,-156976,0.711111,0.428457,178.824
521,463303,321026,-142278,0.711111,0.458331,229.775
522,447595,302700,-144895,0.7,0.431537,172.237
523,456206,326700,-129506,0.716667,0.462996,235.724
524,443913,306995,-136918,0.7,0.445263,174.169
525,446708,326494,-120214,0.655556,0.468343,188.274
526,444356,307300,-137056,0.711111,0.450959,185.928
527,452694,304212,-148482,0.711111,0.441419,193.439
528,458615,296095,-162520,0.694444,0.420431,179.286
529,465428,284500,-180928,0.722222,0.39998,181.67
530,448069,307600,-140469,0.705556,0.450872,185.139
531,458371,295710,-162660,0.744444,0.428725,201.339
532,446478,321800,-124678,0.711111,0.470701,232.43
533,447846,330137,-117709,0.683333,0.471999,188.058
534,448935,325861,-123074,0.705556,0.471046,209.967
535,451559,319014,-132544,0.694444,0.46923,183.698
536,441955,326400,-115555,0.677778,0.475994,180.584
