scenario,total_cost,total_revenue,profit,stockout_rate,service_level,inventory_turnover
6308,437527,285330,-152196,0.705556,0.430594,166.915
6309,453827,326100,-127728,0.683333,0.471168,188.267
6310,434422,300846,-133576,0.722222,0.447467,183.877
6311,450171,302900,-147271,0.727778,0.438704,202.692
6312,458519,302300,-156219,0.711111,0.435503,176.356
6313,445939,297151,-148788,0.711111,0.434457,190.055
6314,452548,325100,-127448,0.666667,0.479694,184.367
6315,443725,334777,-108948,0.688889,0.486764,216.943
6316,448317,325600,-122717,0.683333,0.478957,202.475
6317,441853,321500,-120353,0.694444,0.472039,181.943
6318,445071,347159,-97912.2,0.638889,0.50998,200.115
6319,441939,324634,-117305,0.688889,0.47571,182.544
6320,451190,306800,-144390,0.683333,0.45521,153.829
6321,450049,311800,-138250,0.677778,0.454071,188.041
6322,456716,295783,-160933,0.722222,0.429145,199.909
6323,450922,316500,-134422,0.705556,0.458992,180.166
6324,441202,292900,-148302,0.716667,0.42578,175.366
6325,448100,293000,-155100,0.716667,0.434174,181.629
6326,461498,312000,-149498,0.716667,0.439392,225.388
6327,448817,319531,-129286,0.694444,0.468725,190.337
6328,453842,305248,-148593,0.7,0.448034,164.515
6329,447284,302500,-144784,0.694444,0.430379,170.998
6330,433321,319666,-113655,0.7,0.470917,199.027
6331,471527,286644,-184883,0.75,0.404745,196.733
6332,434414,306805,-127609,0.7,0.453378,172.808
6333,444913,329905,-115008,0.666667,0.482873,194.052
6334,444026,324612,-119415,0.666667,0.484886,170.59
6335,461014,316400,-144614,0.716667,0.45919,189.42
6336,438015,326600,-111415,0.688889,0.475935,191.214
6337,442166,316007,-126159,0.688889,0.455643,179.957
6338,448831,329880,-118950,0.683333,0.480899,184.467
6339,447636,291713,-155923,0.727778,0.430037,160.995
6340,456574,311300,-145274,0.711111,0.45251,173.074
6341,449829,322961,-126868,0.677778,0.467074,192.722
6342,453916,325777,-128139,0.694444,0.469928,198.923
6343,453772,314943,-138829,0.694444,0.452127,205.513
6344,447244,302776,-144468,0.716667,0.433024,201.736
6345,442306,301334,-140972,0.694444,0.449811,169.591
6346,452456,305430,-147026,0.7,0.436077,204.084
6347,450102,307100,-143002,0.727778,0.447409,201.914
6348,459970,324922,-135048,0.688889,0.474524,193.255
6349,453694,297357,-156336,0.705556,0.435732,187.851
6350,451314,301939,-149375,0.716667,0.429324,171.005
6351,457545,311217,-146328,0.7,0.445971,195.21
6352,453339,305625,-147714,0.683333,0.435409,183.072
6353,445819,316200,-129619,0.666667,0.468003,163.851
6354,443990,296477,-147513,0.727778,0.42872,186.125
6355,453977,312843,-141134,0.7,0.440179,190.962
6356,455277,319882,-135396,0.672222,0.460964,181.393
6357,455180,321300,-133880,0.688889,0.463992,196.282
6358,461520,302300,-159220,0.716667,0.435233,195.518
6359,444330,311000,-133330,0.716667,0.45254,203.82
6360,448673,307932,-140741,0.705556,0.442466,193.46
6361,444296,297400,-146896,0.738889,0.434473,186.314
6362,454728,320050,-134679,0.688889,0.456075,190.234
6363,452897,311500,-141397,0.694444,0.446941,209.372
6364,449382,331300,-118082,0.7,0.473949,196.261
6365,466011,288626,-177385,0.744444,0.403563,194.007
6366,451997,307200,-144797,0.705556,0.452653,178.522
6367,446121,307769,-138352,0.672222,0.454368,179.056
6368,454432,331083,-123349,0.683333,0.474907,193.886
6369,455110,283900,-171210,0.722222,0.415302,186.594
6370,446470,292442,-154028,0.711111,0.43736,166.584
6371,443298,307400,-135898,0.716667,0.441994,199.871
6372,461430,316900,-144530,0.705556,0.44782,222.623
6373,450429,315690,-134739,0.694444,0.456211,174.885
6374,458868,322303,-136565,0.672222,0.47601,186.952
6375,443975,312200,-131775,0.694444,0.456284,188.445
6376,455977,302200,-153777,0.727778,0.434918,204.951
6377,451234,339352,-111881,0.7,0.486899,242.268
6378,439659,303000,-136659,0.666667,0.444509,167.218
6379,442747,314525,-128222,0.705556,0.467308,190.802
6380,439196,338521,-100675,0.666667,0.49602,197.754
6381,466995,279700,-187295,0.755556,0.394001,197.264
6382,447437,311200,-136237,0.711111,0.463819,178.146
6383,460572,307000,-153572,0.705556,0.445259,179.085
6384,445599,316120,-129479,0.711111,0.4584,198.555
6385,452589,310051,-142537,0.705556,0.449657,192.303
6386,459900,315997,-143903,0.705556,0.45531,206.288
6387,441051,328896,-112156,0.672222,0.476744,198.121
6388,448607,297000,-151607,0.672222,0.441629,157.284
6389,447216,300547,-146669,0.694444,0.450765,176.876
6390,448566,326190,-122376,0.7,0.467408,213.708
6391,445090,316139,-128951,0.672222,0.467506,175.314
6392,450363,307000,-143363,0.694444,0.446634,194.392
6393,439728,305714,-134014,0.661111,0.450331,162.079
6394,465586,315900,-149686,0.722222,0.443401,209.465
6395,445588,312200,-133388,0.711111,0.453734,191.042
6396,442130,300678,-141452,0.705556,0.443063,188.151
6397,455853,295718,-160135,0.733333,0.426424,185.039
6398,448900,297665,-151235,0.722222,0.422218,200.397
6399,451370,301900,-149470,0.7,0.439542,175.106
6400,457795,304000,-153795,0.733333,0.422491,207.662
6401,454467,317372,-137096,0.694444,0.451119,177.894
6402,459032,307422,-151610,0.672222,0.447362,170.482
6403,464883,324277,-140606,0.694444,0.464751,205.832
6404,452822,322400,-130422,0.705556,0.455788,219.278
6405,442753,303826,-138927,0.694444,0.446313,176.433
6406,449629,299087,-150542,0.694444,0.43996,183.098
6407,458279,319671,-138608,0.677778,0.457942,206.94
6408,444318,313188,-131129,0.677778,0.463989,173.635
6409,461717,286827,-174890,0.711111,0.412218,166.393
6410,458982,296145,-162837,0.711111,0.423429,187.867
6411,444747,311775,-132972,0.694444,0.461987,184.128
6412,457886,321974,-135912,0.7,0.453574,210.072
6413,460903,339683,-121220,0.694444,0.480698,206.833
6414,429723,315267,-114457,0.688889,0.463449,186.775
6415,464480,308300,-156180,0.711111,0.435311,184.565
6416,445936,331100,-114836,0.677778,0.477316,194.542
6417,451738,300345,-151393,0.705556,0.438607,172.888
6418,446622,311000,-135622,0.705556,0.464528,189.744
6419,452154,304988,-147166,0.711111,0.441344,193.304
6420,460822,323953,-136869,0.672222,0.475871,179.516
6421,448089,316195,-131894,0.677778,0.465458,177.592
6422,445881,321603,-124277,0.683333,0.470062,189.524
6423,454038,308621,-145417,0.727778,0.438367,198.967
6424,462811,301073,-161738,0.711111,0.428004,203.934
6425,457235,335668,-121566,0.683333,0.475652,189.363
6426,441007,330135,-110872,0.694444,0.479925,199.899
6427,460345,272443,-187902,0.716667,0.394629,165.826
6428,450887,303731,-147156,0.694444,0.448121,185.161
6429,448245,313194,-135051,0.672222,0.458999,187.56
6430,461026,297200,-163826,0.744444,0.433157,198.279
6431,449208,338485,-110722,0.666667,0.494162,222.071
6432,444296,308300,-135996,0.722222,0.435596,202.308
6433,440445,319278,-121167,0.677778,0.463963,182.76
6434,446243,328830,-117413,0.65,0.480726,196.007
6435,451249,306821,-144428,0.711111,0.446926,179.437
6436,457014,324441,-132573,0.677778,0.464584,182.082
6437,435033,331643,-103390,0.644444,0.495532,158.998
6438,439719,320235,-119484,0.711111,0.469552,198.868
6439,445433,322667,-122765,0.688889,0.472102,190.288
6440,459843,304328,-155515,0.711111,0.431819,185.306
6441,444284,329768,-114516,0.683333,0.48296,190.86
6442,440834,331900,-108934,0.672222,0.4829,187.153
6443,450199,296678,-153521,0.683333,0.438474,158.241
6444,446007,329836,-116170,0.666667,0.483433,169.51
6445,443972,314775,-129197,0.666667,0.453637,187.468
6446,439179,320600,-118579,0.7,0.474614,179.95
6447,458907,302400,-156507,0.711111,0.428878,184.42
6448,437833,329259,-108574,0.688889,0.481927,191.562
6449,450732,288700,-162032,0.716667,0.417887,173.589
6450,442005,317179,-124826,0.677778,0.45247,192.499
6451,441085,319366,-121719,0.7,0.462301,189.966
6452,447540,303208,-144332,0.722222,0.444597,192.257
6453,451974,311500,-140474,0.694444,0.452315,181.794
6454,449129,299409,-149720,0.7,0.437937,175.341
6455,444403,295081,-149322,0.688889,0.441016,168.579
6456,458072,320189,-137883,0.683333,0.457117,195.209
6457,464938,298200,-166738,0.7,0.423303,185.008
6458,450191,312899,-137292,0.677778,0.455698,184.163
6459,443738,325015,-118724,0.688889,0.466243,200.221
6460,452702,334655,-118047,0.65,0.475654,187.522
6461,447255,283700,-163555,0.716667,0.412594,159.035
6462,447264,320762,-126501,0.694444,0.470592,184.354
6463,436005,320800,-115205,0.672222,0.481833,188.454
6464,460229,302410,-157819,0.711111,0.427963,201.102
6465,449720,311700,-138020,0.688889,0.455491,175.642
6466,439080,288200,-150880,0.711111,0.421867,164.428
6467,453532,304010,-149522,0.711111,0.425796,208.904
6468,442528,307708,-134820,0.661111,0.450392,166.598
6469,445489,316700,-128789,0.677778,0.46196,185.337
6470,445572,315193,-130379,0.677778,0.471432,173.104
6471,450539,283300,-167239,0.75,0.411516,191.883
6472,439959,319382,-120577,0.716667,0.459752,210.608
6473,442836,301997,-140839,0.727778,0.434617,207.374
6474,455665,302700,-152965,0.705556,0.436099,185.782
6475,472138,283031,-189107,0.755556,0.395329,185.15
6476,450217,308400,-141817,0.716667,0.431809,216.288
6477,437318,319508,-117811,0.7,0.472546,188.184
6478,456348,334875,-121472,0.694444,0.472337,251.849
6479,446517,303023,-143494,0.694444,0.44146,184.604
6480,454760,311500,-143260,0.7,0.45606,187.634
6481,449976,324455,-125521,0.683333,0.477273,217.878
6482,446569,320194,-126376,0.7,0.455106,198.627
6483,436530,325331,-111199,0.661111,0.482303,167.896
6484,455306,321800,-133506,0.7,0.457041,203.724
6485,454905,301600,-153305,0.677778,0.43798,167.718
6486,468297,330100,-138197,0.694444,0.473296,206.045
6487,450028,291393,-158635,0.744444,0.425466,186.685
6488,443038,307700,-135338,0.688889,0.455865,166.055
6489,445959,315051,-130908,0.672222,0.469198,186.318
6490,461634,299280,-162354,0.7,0.432089,172.242
6491,463237,282012,-181225,0.761111,0.403614,193.587
6492,463511,307700,-155811,0.705556,0.427808,204.693
6493,438659,309046,-129614,0.705556,0.458633,191.261
6494,450760,311538,-139221,0.666667,0.449588,179.229
6495,456524,311120,-145403,0.694444,0.448597,184.798
6496,441365,289003,-152362,0.705556,0.420866,184.862
6497,436695,294034,-142661,0.722222,0.429879,186.341
6498,450335,336100,-114235,0.688889,0.474099,198.14
6499,443684,331100,-112584,0.661111,0.484302,179.488
6500,454794,297700,-157094,0.7,0.428757,166.653
6501,443618,287500,-156118,0.7,0.434109,161.331
6502,445561,306300,-139261,0.705556,0.450206,179.932
6503,449661,317300,-132361,0.683333,0.466117,191.296
6504,437935,300180,-137755,0.694444,0.438983,153.558
6505,451488,316800,-134688,0.677778,0.463446,164.61
6506,459092,325088,-134004,0.666667,0.471746,173.355
6507,440785,310323,-130461,0.661111,0.465624,157.193
6508,464737,332100,-132637,0.705556,0.460672,211.206
6509,445090,310766,-134324,0.705556,0.460925,183.627
6510,441204,307800,-133404,0.705556,0.4524,181.389
6511,457843,295279,-162564,0.716667,0.426077,200.75
6512,449197,310272,-138925,0.677778,0.46409,160.071
6513,433646,326200,-107446,0.683333,0.483678,198.309
6514,444259,330300,-113959,0.677778,0.47841,179.56
6515,466687,292400,-174287,0.744444,0.420315,181.108
6516,447357,316400,-130957,0.694444,0.464631,174.626
6517,448343,315125,-133218,0.7,0.453206,189.482
6518,443107,320126,-122981,0.672222,0.471823,172.729
6519,458256,312700,-145556,0.705556,0.440319,198.512
6520,451859,334554,-117304,0.661111,0.485548,182.574
6521,453471,325400,-128072,0.677778,0.47584,195.005
6522,439983,313249,-126734,0.666667,0.464308,173.441
6523,457385,320700,-136685,0.7,0.469044,190.006
6524,454977,335120,-119858,0.694444,0.480418,207.107
6525,447350,329801,-117549,0.711111,0.472825,231.849
6526,451978,306277,-145701,0.7,0.430201,193.527
6527,453045,300982,-152063,0.711111,0.442094,173.562
6528,447171,328596,-118575,0.677778,0.480496,196.045
6529,445799,301122,-144677,0.694444,0.444374,172.086
6530,458781,308000,-150781,0.7,0.427955,185.278
6531,440567,306640,-133927,0.716667,0.444351,178.619
6532,446842,310436,-136405,0.7,0.45537,186.281
6533,459060,311589,-147472,0.694444,0.44538,187.028
6534,458831,311589,-147241,0.733333,0.437268,221.819
6535,444863,330100,-114763,0.683333,0.483222,191.476
6536,442417,326600,-115817,0.683333,0.473919,182.959
6537,460750,292590,-168159,0.716667,0.419682,181.02
6538,455682,313724,-141958,0.65,0.464039,172.332
6539,447058,310800,-136258,0.711111,0.46424,169.171
6540,438352,306900,-131452,0.705556,0.453504,200.335
6541,446023,301700,-144323,0.711111,0.447759,190.62
6542,445576,319387,-126189,0.683333,0.468145,185.731
6543,452087,329952,-122135,0.705556,0.470372,206.164
6544,433379,288200,-145179,0.711111,0.430884,150.478
6545,430714,316000,-114714,0.677778,0.479616,159.088
6546,457167,297700,-159467,0.744444,0.431845,194.888
6547,453900,324516,-129384,0.666667,0.476402,184.146
6548,455945,311926,-144019,0.705556,0.447599,182.117
6549,458680,321150,-137530,0.672222,0.457822,200.791
6550,446964,278900,-168064,0.716667,0.408602,168.33
6551,459638,330027,-129611,0.705556,0.464263,218.647
6552,458361,291663,-166698,0.727778,0.428023,187.465
6553,455450,319519,-135931,0.7,0.46027,203.899
6554,457458,310149,-147309,0.711111,0.442086,199.562
6555,437566,325218,-112349,0.688889,0.483257,187.114
6556,440667,322600,-118067,0.677778,0.473699,199.143
6557,440704,308904,-131799,0.694444,0.46318,173.291
6558,451018,276900,-174118,0.738889,0.403891,191.317
6559,444139,308222,-135917,0.677778,0.45843,175.141
6560,472779,315046,-157733,0.688889,0.454174,186.451
6561,445410,288458,-156953,0.711111,0.418464,173.806
6562,451171,306800,-144371,0.716667,0.447312,195.764
6563,449547,317276,-132271,0.683333,0.458606,185.495
6564,455853,306519,-149334,0.694444,0.441322,172.729
6565,438508,301900,-136608,0.683333,0.452418,165.591
6566,453112,305432,-147679,0.705556,0.453093,187.312
6567,443429,314937,-128491,0.7,0.46601,188.493
6568,453082,315770,-137312,0.705556,0.456131,204.648
6569,440496,315434,-125062,0.683333,0.466159,163.022
6570,443443,292800,-150643,0.694444,0.429183,176.007
6571,454989,301800,-153189,0.722222,0.433621,189.068
6572,461512,297223,-164289,0.738889,0.41647,191.057
6573,446252,311481,-134771,0.705556,0.458369,181.182
6574,437627,330600,-107027,0.661111,0.489678,181.903
6575,462874,301479,-161395,0.711111,0.422578,177.14
6576,433127,329030,-104098,0.683333,0.48002,178.816
6577,461042,302300,-158742,0.711111,0.430865,202.472
6578,436884,311500,-125384,0.677778,0.459335,184.684
6579,437135,310800,-126335,0.688889,0.462578,168.394
6580,447600,312600,-135000,0.705556,0.449438,194.363
6581,449913,338801,-111112,0.683333,0.489822,206.296
6582,449239,303300,-145939,0.716667,0.432556,177.129
6583,432688,333797,-98890.8,0.688889,0.495795,184.208
6584,446170,302200,-143970,0.683333,0.442148,164.601
6585,450597,296373,-154224,0.711111,0.436649,166.99
6586,456190,339182,-117008,0.683333,0.479258,205.614
6587,451817,339613,-112204,0.677778,0.478189,198.927
6588,440296,315447,-124849,0.716667,0.462519,199.885
6589,463585,301600,-161985,0.733333,0.424328,196.98
6590,445157,287500,-157657,0.694444,0.429421,171.325
6591,460060,310427,-149633,0.711111,0.436641,180.226
6592,452413,320209,-132204,0.688889,0.451353,181.193
6593,453890,302400,-151490,0.733333,0.434087,195.301
6594,452695,318290,-134405,0.7,0.459729,191.228
6595,452944,295531,-157413,0.744444,0.427328,204.866
6596,455970,310337,-145633,0.705556,0.44621,180.678
6597,445654,307500,-138154,0.711111,0.449248,180.006
6598,440561,321600,-118961,0.688889,0.463332,191.82
6599,445153,321300,-123853,0.716667,0.46816,218.847
6600,450901,295790,-155111,0.711111,0.439672,180.121
6601,456002,320778,-135223,0.694444,0.458697,193.51
6602,459846,296777,-163069,0.705556,0.42394,186.732
6603,446759,304772,-141987,0.683333,0.450329,160.695
6604,450547,312822,-137726,0.688889,0.460539,196.333
6605,457444,339400,-118044,0.661111,0.487608,178.274
6606,456571,325078,-131493,0.7,0.457359,200.03
6607,452649,311800,-140849,0.688889,0.458016,165.476
6608,450333,325800,-124533,0.688889,0.473491,203.808
6609,450073,317100,-132973,0.711111,0.444129,178.299
6610,442157,317400,-124757,0.688889,0.467601,179.015
6611,455403,293400,-162003,0.733333,0.422144,188.44
6612,440957,339360,-101598,0.65,0.495394,193.524
6613,461817,325509,-136308,0.722222,0.460274,206.598
6614,460842,302100,-158742,0.716667,0.436721,207.457
6615,442947,311500,-131447,0.688889,0.461432,157.778
6616,453386,317100,-136286,0.711111,0.456499,193.071
6617,459221,303691,-155530,0.7,0.434669,204.936
6618,440564,311781,-128783,0.711111,0.463785,205.411
6619,454139,316000,-138139,0.694444,0.454571,215.723
6620,463383,301291,-162092,0.711111,0.42948,201.365
6621,459044,316600,-142444,0.688889,0.453252,166.816
6622,447014,331900,-115114,0.677778,0.474993,196.302
6623,449151,330611,-118540,0.655556,0.476688,178.368
6624,447228,296091,-151137,0.7,0.432059,171.653
6625,440681,323800,-116882,0.683333,0.482284,197.376
6626,441115,320285,-120830,0.672222,0.463295,199.074
6627,435204,315800,-119404,0.666667,0.468216,177.873
6628,427455,300041,-127414,0.694444,0.453209,153.613
6629,455299,323526,-131773,0.694444,0.461427,190.982
6630,458027,331100,-126927,0.688889,0.473235,194.978
6631,450699,290734,-159965,0.722222,0.422192,173.464
6632,457814,302600,-155214,0.705556,0.434735,182.649
6633,450896,301012,-149883,0.716667,0.438899,170.681
6634,471613,293200,-178413,0.761111,0.413321,225.554
6635,452484,291319,-161165,0.694444,0.425632,150.305
6636,452498,313723,-138775,0.7,0.453503,186.653
6637,447970,301811,-146159,0.705556,0.435242,183.575
6638,459411,312752,-146658,0.683333,0.445509,189.253
6639,442715,314431,-128284,0.722222,0.461168,235.436
6640,447400,321596,-125805,0.7,0.460876,202.723
6641,451451,298000,-153451,0.733333,0.430097,200.627
6642,454409,317200,-137209,0.705556,0.457096,192.158
6643,454074,310194,-143880,0.705556,0.446854,183.374
6644,446805,338212,-108592,0.688889,0.485508,207.449
6645,466631,288598,-178033,0.738889,0.406365,185.916
6646,444296,312100,-132196,0.683333,0.455814,179.265
6647,451660,317800,-133859,0.688889,0.45045,194.487
6648,432885,290431,-142454,0.683333,0.436212,160.429
6649,453900,300660,-153239,0.711111,0.426125,184.031
6650,442469,316800,-125669,0.711111,0.462876,184.7
6651,448837,325952,-122886,0.683333,0.465975,189.058
6652,445313,307000,-138313,0.705556,0.450387,185.079
6653,440148,319830,-120318,0.666667,0.470531,163.16
6654,442916,312000,-130916,0.705556,0.456944,169.393
6655,447906,329579,-118328,0.65,0.488544,170.402
6656,442467,319426,-123040,0.688889,0.455875,189.909
6657,453487,288300,-165187,0.722222,0.410564,190.47
6658,445414,315356,-130058,0.683333,0.453822,187.417
6659,445324,316500,-128824,0.666667,0.463282,170.673
6660,426672,311442,-115231,0.666667,0.483967,168.04
6661,438240,320756,-117484,0.716667,0.470333,225.412
6662,454786,312200,-142586,0.705556,0.451105,197.689
6663,448487,296504,-151984,0.727778,0.432318,201.431
6664,445821,301728,-144092,0.705556,0.436962,189.499
6665,460582,286525,-174056,0.711111,0.418313,168.82
6666,458850,300271,-158579,0.716667,0.438145,199.83
6667,455323,317421,-137902,0.722222,0.463621,218.218
6668,447420,330344,-117076,0.688889,0.477638,207.375
6669,441722,313725,-127997,0.655556,0.471338,176.86
6670,445247,296231,-149016,0.7,0.43836,158.753
6671,441647,305246,-136401,0.694444,0.456062,168.404
6672,445375,321655,-123720,0.7,0.473705,192.062
6673,463224,326100,-137124,0.711111,0.457632,199.879
6674,436851,325600,-111251,0.672222,0.480488,193.533
6675,444558,329180,-115378,0.677778,0.487482,166.419
6676,453094,310883,-142212,0.733333,0.446382,212.793
6677,454916,324437,-130479,0.672222,0.467911,207.472
6678,438216,314628,-123589,0.694444,0.467892,175.673
6679,451377,282685,-168692,0.705556,0.411133,186.129
6680,443427,310431,-132996,0.7,0.443412,191.873
6681,450518,316469,-134050,0.694444,0.464774,182.959
6682,441042,312000,-129042,0.683333,0.464899,188.413
6683,460835,296176,-164658,0.722222,0.416942,202.321
6684,440930,314735,-126194,0.694444,0.463553,175.564
6685,447899,311800,-136099,0.694444,0.454627,192.964
6686,456845,282500,-174345,0.722222,0.415834,187.659
6687,455458,318086,-137372,0.694444,0.459126,179.261
6688,443262,307700,-135562,0.705556,0.45351,181.062
6689,454700,306000,-148700,0.705556,0.437873,189.257
6690,438062,323669,-114393,0.688889,0.477621,182.798
6691,446573,319944,-126629,0.694444,0.455743,194.721
6692,464488,304243,-160245,0.694444,0.439001,186.901
6693,452187,309604,-142583,0.694444,0.443109,185.512
6694,463834,301272,-162562,0.711111,0.431075,175.141
6695,452728,324840,-127888,0.672222,0.475707,187.035
6696,443334,321240,-122095,0.7,0.465212,174.476
6697,447291,314975,-132316,0.672222,0.449796,191.349
6698,445503,326400,-119103,0.672222,0.476548,191.341
6699,462006,336333,-125674,0.694444,0.463047,221.556
6700,459359,334487,-124872,0.677778,0.475284,228.521
6701,452247,258924,-193323,0.755556,0.384758,169.783
6702,456447,333387,-123060,0.661111,0.480312,210.337
6703,450806,315611,-135195,0.7,0.457493,189.238
6704,458737,283600,-175137,0.722222,0.407765,182.636
6705,445892,330800,-115092,0.672222,0.488243,194.505
6706,440975,292500,-148475,0.705556,0.424115,155.178
6707,453924,320301,-133623,0.694444,0.456859,202.806
6708,449617,321600,-128017,0.716667,0.46045,238.743
6709,450414,297600,-152814,0.722222,0.430369,207.451
6710,454524,303200,-151324,0.705556,0.438894,186.821
6711,453026,306316,-146711,0.705556,0.440418,189.38
6712,457452,308816,-148636,0.722222,0.450305,203.09
6713,438778,314258,-124520,0.705556,0.454578,207.82
6714,438649,320334,-118315,0.683333,0.475611,188.942
6715,442264,310769,-131495,0.694444,0.454696,180.114
6716,449494,312200,-137294,0.722222,0.448236,218.96
6717,437553,315198,-122355,0.7,0.458788,189.791
6718,448133,311800,-136333,0.7,0.450632,178.472
6719,459849,313038,-146811,0.694444,0.452897,187.764
6720,460410,283723,-176688,0.727778,0.410082,204.151
6721,451968,292031,-159937,0.705556,0.422016,152.228
6722,435386,321147,-114239,0.688889,0.474592,201.008
6723,460471,321857,-138613,0.661111,0.471184,176.903
6724,438267,321000,-117267,0.7,0.464529,210.199
6725,448924,288400,-160524,0.738889,0.418542,183.269
6726,456405,320858,-135547,0.722222,0.459063,210.587
6727,442259,307000,-135259,0.7,0.451093,193.341
6728,453726,324155,-129571,0.666667,0.467291,181.75
6729,463604,314380,-149224,0.727778,0.447139,211.379
6730,431488,306800,-124688,0.694444,0.452108,160.842
6731,442016,302200,-139816,0.705556,0.443793,171.63
6732,458431,310147,-148284,0.694444,0.450893,173.319
6733,450166,321452,-128714,0.672222,0.462898,193.494
6734,454827,302292,-152535,0.694444,0.435931,158.792
6735,443048,303896,-139153,0.688889,0.449414,162.103
6736,463373,311564,-151809,0.694444,0.435347,186.942
6737,451596,335020,-116577,0.683333,0.489407,183.616
6738,454353,306482,-147871,0.705556,0.444585,186.659
6739,448634,304298,-144336,0.694444,0.441759,190.752
6740,452247,321582,-130665,0.705556,0.460127,208.075
6741,432313,320936,-111377,0.672222,0.471615,199.196
6742,441277,330864,-110413,0.677778,0.485666,193.192
6743,442810,321500,-121310,0.694444,0.469848,200.887
6744,443307,316800,-126507,0.688889,0.461397,192.713
6745,453506,296900,-156606,0.711111,0.428953,188.359
6746,450437,322842,-127596,0.683333,0.470461,191.987
6747,450894,321300,-129594,0.716667,0.459746,215.561
6748,450493,315773,-134721,0.705556,0.451567,168.725
6749,442496,321513,-120984,0.672222,0.466433,183.933
6750,452657,325938,-126719,0.694444,0.459865,214.008
6751,466916,288166,-178750,0.716667,0.410768,193.654
6752,449143,311556,-137586,0.694444,0.450467,203.478
6753,441599,314501,-127098,0.716667,0.453673,218.841
6754,438807,291799,-147009,0.705556,0.441829,159.504
6755,436998,340700,-96297.7,0.694444,0.495037,205.822
6756,448291,336675,-111617,0.65,0.486267,179.623
6757,449964,296225,-153739,0.711111,0.431185,176.202
6758,447950,325896,-122054,0.688889,0.466998,199.728
6759,450996,304462,-146534,0.688889,0.445479,166.982
6760,450418,320860,-129558,0.677778,0.465939,193.517
6761,446615,319607,-127009,0.677778,0.463594,177.445
6762,450299,326050,-124249,0.683333,0.470364,193.132
6763,452719,311233,-141486,0.672222,0.45525,175.202
6764,445754,302700,-143054,0.716667,0.433423,190.819
6765,441552,319231,-122321,0.677778,0.467493,181.705
6766,444432,322591,-121841,0.694444,0.465084,187.326
6767,459078,292763,-166315,0.75,0.409907,185.708
6768,456132,306440,-149692,0.722222,0.432364,195.262
6769,458477,320402,-138075,0.672222,0.458013,207.637
6770,453165,300863,-152302,0.738889,0.434089,190.477
6771,453759,302700,-151059,0.711111,0.432047,190.033
6772,452625,301210,-151415,0.705556,0.428188,177.541
6773,440659,320463,-120196,0.694444,0.481553,175.334
6774,445683,333752,-111931,0.677778,0.483376,195.376
6775,433411,325608,-107804,0.683333,0.486437,169.668
6776,445669,311251,-134417,0.7,0.461241,203.756
6777,463088,320421,-142667,0.7,0.454784,229.212
6778,447244,311144,-136099,0.711111,0.456668,190.794
6779,448758,291681,-157077,0.716667,0.422933,190.78
6780,455191,307500,-147691,0.75,0.444942,210.277
6781,445167,321000,-124167,0.711111,0.458229,210.719
6782,455198,326300,-128898,0.688889,0.46815,183.274
6783,445886,323839,-122047,0.661111,0.479597,181.367
6784,420362,328514,-91848.1,0.655556,0.502088,158.14
6785,444453,307668,-136784,0.688889,0.448098,175.378
6786,459717,308131,-151586,0.683333,0.445932,177.126
6787,442687,326100,-116587,0.666667,0.484992,195.02
6788,443950,324147,-119803,0.7,0.46517,202.269
6789,453612,312200,-141412,0.716667,0.442575,195.724
6790,442994,323864,-119130,0.677778,0.479309,177.551
6791,454733,317000,-137733,0.688889,0.454297,191.301
6792,465380,305211,-160168,0.727778,0.429344,199.925
6793,444033,333212,-110821,0.677778,0.479053,183.326
6794,463197,316096,-147100,0.705556,0.449192,188.966
6795,453232,312100,-141132,0.694444,0.452115,194.458
6796,448053,302646,-145407,0.688889,0.449395,171.341
6797,448112,296495,-151618,0.7,0.436879,177.47
6798,449228,301037,-148191,0.722222,0.436077,191.558
6799,451131,326300,-124831,0.7,0.469928,200.692
6800,455449,311100,-144349,0.705556,0.455215,182.419
6801,453005,307800,-145205,0.7,0.443998,178.269
6802,438414,298300,-140114,0.716667,0.434532,186.314
6803,433142,330779,-102363,0.677778,0.495316,193.848
6804,448255,309572,-138683,0.727778,0.461714,199.034
6805,435229,325900,-109329,0.677778,0.485899,165.022
6806,452368,317200,-135168,0.688889,0.454999,182.81
6807,460046,312600,-147446,0.722222,0.449258,202.196
6808,442764,297700,-145064,0.711111,0.436798,172.771
6809,440110,302100,-138010,0.683333,0.44018,160.883
6810,446499,322000,-124499,0.688889,0.458714,183.841
6811,446043,333674,-112369,0.677778,0.481863,212.017
6812,440370,291600,-148770,0.716667,0.429334,169.58
6813,453327,297300,-156027,0.711111,0.429323,179.786
6814,449209,311300,-137909,0.7,0.450859,183.54
6815,441328,326400,-114928,0.683333,0.474455,171.737
6816,459535,302800,-156735,0.722222,0.431115,195.236
6817,446708,297500,-149208,0.705556,0.431944,178.575
6818,455666,325461,-130204,0.688889,0.458772,198.41
6819,458124,293900,-164224,0.733333,0.418271,196.091
6820,447347,290990,-156357,0.744444,0.421488,193.606
6821,459101,301982,-157119,0.705556,0.4365,178.14
6822,452150,333876,-118274,0.655556,0.491411,174.998
6823,459617,282459,-177158,0.733333,0.406078,183.477
6824,435693,324334,-111359,0.677778,0.474727,180.391
6825,454525,336400,-118125,0.672222,0.479552,194.937
6826,444716,312700,-132016,0.7,0.451599,165.44
