scenario,total_cost,total_revenue,profit,stockout_rate,service_level,inventory_turnover
25000,440561,318147,-122414,0.688889,0.470687,188.384
25001,447062,326900,-120162,0.688889,0.472854,194.165
25002,449950,321100,-128850,0.688889,0.463777,211.482
25003,457143,322565,-134578,0.655556,0.480361,180.452
25004,447601,328777,-118824,0.694444,0.487223,220.223
25005,459741,305625,-154116,0.688889,0.441221,169.383
25006,450548,321300,-129248,0.677778,0.464155,173.474
25007,460537,292800,-167737,0.716667,0.418469,175.941
25008,454791,329084,-125707,0.694444,0.470611,204.64
25009,454624,310390,-144234,0.705556,0.454054,199.695
25010,459502,312416,-147086,0.716667,0.44108,204.988
25011,445509,328492,-117017,0.672222,0.482752,182.967
25012,439610,316500,-123110,0.672222,0.469577,169.618
25013,448756,344559,-104198,0.672222,0.488775,202.674
25014,457896,322558,-135339,0.7,0.459349,203.07
25015,445422,323807,-121615,0.683333,0.473178,195.683
25016,441095,307200,-133895,0.7,0.454238,173.041
25017,449022,317100,-131922,0.694444,0.4611,195.061
25018,450501,299792,-150709,0.694444,0.426857,186.547
25019,442336,315132,-127205,0.672222,0.457686,170.726
25020,452983,305846,-147138,0.716667,0.430285,188.05
25021,448966,285668,-163298,0.694444,0.4305,159.721
25022,450973,306691,-144282,0.711111,0.44327,195.905
25023,448435,308802,-139633,0.683333,0.457272,179.472
25024,450227,315093,-135134,0.7,0.458457,209.156
25025,475881,281900,-193981,0.716667,0.411067,169.682
25026,448462,293400,-155062,0.711111,0.426062,173.098
25027,448397,301121,-147277,0.711111,0.436127,184.062
25028,443526,325573,-117953,0.661111,0.479133,168.85
25029,452840,320156,-132684,0.672222,0.459927,184.345
25030,455881,320011,-135870,0.677778,0.463405,180.81
25031,455695,307400,-148295,0.711111,0.437302,202.247
25032,448858,349700,-99158.5,0.644444,0.509423,202.801
25033,434988,343386,-91602.6,0.65,0.507359,198.325
25034,449545,285858,-163687,0.711111,0.424992,148.878
25035,458068,296380,-161688,0.711111,0.437897,154.803
25036,446449,328289,-118160,0.705556,0.477894,199.576
25037,453584,296615,-156969,0.711111,0.425427,183.094
25038,444718,319646,-125073,0.705556,0.474145,206.199
25039,454747,312000,-142747,0.705556,0.442104,204.617
25040,454811,328213,-126598,0.683333,0.477288,191.109
25041,454753,299200,-155553,0.722222,0.432001,190.347
25042,459571,301678,-157893,0.683333,0.439353,153.049
25043,457736,330490,-127246,0.666667,0.476718,186.771
25044,460233,283500,-176733,0.75,0.418894,181.233
25045,442036,310999,-131037,0.716667,0.455388,198.07
25046,455344,307000,-148344,0.744444,0.442066,245.337
25047,460523,308366,-152157,0.705556,0.43752,225.588
25048,461727,307600,-154127,0.694444,0.442593,188.589
25049,463265,317300,-145965,0.688889,0.455582,186.06
25050,456671,312100,-144571,0.694444,0.444277,194.004
25051,460759,291389,-169370,0.705556,0.4164,185.515
25052,454097,287400,-166697,0.711111,0.411966,182.932
25053,454106,302300,-151806,0.705556,0.438789,173.886
25054,450568,321300,-129268,0.683333,0.4623,193.191
25055,477314,311405,-165909,0.716667,0.432936,205.528
25056,453339,326100,-127239,0.694444,0.467549,192.7
25057,448428,315718,-132710,0.727778,0.458963,206.01
25058,445731,313753,-131978,0.7,0.4571,204.11
25059,456235,288400,-167835,0.727778,0.416862,192.344
25060,448836,315143,-133694,0.7,0.456233,172.628
25061,454749,298375,-156374,0.7,0.422995,186.028
25062,446652,319376,-127276,0.694444,0.461104,193.958
25063,457777,301600,-156177,0.711111,0.439285,179.047
25064,451444,293077,-158367,0.7,0.420755,193.72
25065,453459,323532,-129927,0.677778,0.47324,198.407
25066,447704,317300,-130404,0.7,0.456929,208.485
25067,447609,316000,-131609,0.666667,0.472265,181.808
25068,462264,307600,-154664,0.716667,0.434077,188.642
25069,451830,307248,-144582,0.705556,0.442047,196.267
25070,454806,315259,-139547,0.677778,0.460556,167.223
25071,445612,302700,-142912,0.705556,0.437193,194.529
25072,451088,310790,-140298,0.705556,0.446173,187.819
25073,440625,297655,-142970,0.711111,0.431156,173.852
25074,452756,298800,-153956,0.722222,0.429857,187.822
25075,447126,300593,-146533,0.694444,0.443756,170.287
25076,447724,307715,-140009,0.677778,0.452639,192.646
25077,459983,313434,-146549,0.694444,0.446649,209.819
25078,449796,297000,-152795,0.722222,0.423838,192.895
25079,453630,296499,-157130,0.711111,0.431409,176.214
25080,450784,307181,-143602,0.7,0.436626,171.24
25081,438611,309383,-129228,0.683333,0.457131,165.554
25082,435345,316300,-119045,0.705556,0.471216,180.668
25083,449966,322032,-127933,0.65,0.46919,190.485
25084,441678,309961,-131716,0.7,0.446467,199.123
25085,458917,302098,-156819,0.722222,0.429382,190.015
25086,438126,316267,-121859,0.7,0.466936,185.256
25087,459625,310033,-149592,0.694444,0.439353,207.068
25088,459257,312200,-147057,0.722222,0.443526,197.4
25089,443516,298914,-144603,0.688889,0.441615,176.828
25090,463866,305506,-158361,0.7,0.447899,193.508
25091,465070,325600,-139470,0.666667,0.482072,186.475
25092,447834,316905,-130929,0.7,0.461039,182.152
25093,463928,319488,-144439,0.7,0.455497,199.913
25094,452149,320432,-131717,0.694444,0.465731,181.046
25095,442095,305806,-136289,0.705556,0.437649,198.695
25096,430622,297000,-133622,0.705556,0.444011,175.083
25097,453049,328900,-124148,0.7,0.466716,210.753
25098,441977,315269,-126708,0.677778,0.454422,170.324
25099,449993,306697,-143296,0.705556,0.43355,192.224
25100,443953,307000,-136953,0.688889,0.462328,176.571
25101,459823,338405,-121418,0.683333,0.485176,220.773
25102,442128,312600,-129528,0.683333,0.460261,180.801
25103,448862,313082,-135780,0.7,0.451484,182.284
25104,448841,303600,-145241,0.716667,0.42444,208.221
25105,450479,291062,-159417,0.727778,0.418181,171.33
25106,439761,318751,-121010,0.683333,0.469204,195.77
25107,446592,311500,-135092,0.7,0.45369,208.813
25108,442951,323939,-119013,0.688889,0.465327,201.601
25109,448297,312100,-136197,0.711111,0.448119,200.339
25110,458698,310362,-148336,0.688889,0.451898,184.6
25111,468658,312659,-155999,0.7,0.441674,183.494
25112,461316,306700,-154616,0.694444,0.43886,187.755
25113,457703,310989,-146714,0.688889,0.450014,175.414
25114,450947,295141,-155806,0.711111,0.422577,186.72
25115,453109,313000,-140109,0.7,0.44965,168.765
25116,443681,315592,-128089,0.694444,0.456651,188.061
25117,451546,321312,-130235,0.694444,0.465693,207.55
25118,456085,320584,-135501,0.694444,0.449268,201.631
25119,443106,314068,-129038,0.711111,0.468356,205.356
25120,462497,330063,-132434,0.688889,0.468262,197.811
25121,452503,314219,-138284,0.694444,0.466239,192.301
25122,459733,300137,-159597,0.688889,0.438462,159.968
25123,445876,300782,-145094,0.711111,0.440616,180.461
25124,444170,316100,-128070,0.694444,0.462848,198.067
25125,433736,319554,-114182,0.694444,0.473104,183.993
25126,449735,325600,-124135,0.666667,0.476068,185.172
25127,451595,305485,-146110,0.688889,0.442415,182.789
25128,449084,307700,-141384,0.705556,0.454755,186.239
25129,447644,307300,-140344,0.683333,0.456438,164.668
25130,447198,306600,-140598,0.705556,0.437369,187.168
25131,440654,308000,-132654,0.672222,0.453599,182.092
25132,441216,314268,-126948,0.688889,0.468231,187.279
25133,448254,315712,-132542,0.688889,0.459296,176.464
25134,445901,323462,-122438,0.677778,0.489404,198.082
25135,449030,288102,-160928,0.738889,0.407276,196.212
25136,452877,306072,-146805,0.711111,0.438453,173.424
25137,459754,311861,-147892,0.688889,0.44626,185.024
25138,452610,273200,-179410,0.722222,0.400959,142.912
25139,437798,307000,-130798,0.711111,0.449427,180.717
25140,463406,308000,-155406,0.683333,0.433944,178.135
25141,453010,306387,-146622,0.727778,0.435802,207.308
25142,437865,315953,-121912,0.672222,0.469778,196.114
25143,450580,326900,-123680,0.661111,0.471783,198.298
25144,463334,293391,-169943,0.688889,0.432702,171.881
25145,459800,321358,-138442,0.705556,0.448493,233.482
25146,445007,302872,-142135,0.694444,0.449191,177.115
25147,440346,306300,-134046,0.7,0.455145,164.209
25148,450931,309396,-141535,0.694444,0.456494,170.715
25149,457413,305284,-152129,0.711111,0.44724,190.37
25150,428561,325069,-103492,0.655556,0.491386,175.712
25151,443368,321424,-121944,0.705556,0.469266,181.481
25152,448258,311500,-136758,0.694444,0.452885,176.118
25153,453794,322200,-131594,0.716667,0.458848,207.003
25154,450050,297000,-153050,0.7,0.438024,159.797
25155,457863,292500,-165363,0.733333,0.414334,210.978
25156,459113,295089,-164024,0.705556,0.432674,180.604
25157,459556,297664,-161892,0.711111,0.423695,188.948
25158,462731,324965,-137766,0.7,0.461788,223.842
25159,456517,333172,-123345,0.683333,0.479052,215.919
25160,441402,316200,-125202,0.694444,0.460689,200.09
25161,445120,288100,-157020,0.705556,0.426021,152.19
25162,446961,317500,-129461,0.677778,0.463318,185.537
25163,460222,302900,-157322,0.722222,0.433181,203.405
25164,447808,327419,-120388,0.655556,0.479032,182.927
25165,452241,297712,-154529,0.677778,0.438856,155.488
25166,460121,301018,-159103,0.7,0.435327,173.294
25167,453496,322918,-130578,0.683333,0.462117,207.089
25168,453350,316900,-136450,0.7,0.454483,196.068
25169,440579,303039,-137539,0.711111,0.450746,160.234
25170,446249,292836,-153414,0.722222,0.427087,175.874
25171,444788,302700,-142088,0.705556,0.434614,191.627
25172,444047,316072,-127975,0.694444,0.46466,183.366
25173,460705,325569,-135137,0.716667,0.456014,213.45
25174,441207,327377,-113830,0.661111,0.479958,182.041
25175,437228,326900,-110328,0.672222,0.48644,180.451
25176,435190,315500,-119690,0.711111,0.468432,185.293
25177,444172,325320,-118853,0.672222,0.470304,181.229
25178,438206,282500,-155706,0.733333,0.423707,165.311
25179,447960,317800,-130160,0.683333,0.460749,179.007
25180,444388,300758,-143629,0.688889,0.444801,157.022
25181,451635,324546,-127089,0.7,0.466555,211.679
25182,455158,309802,-145357,0.694444,0.449138,174.198
25183,462816,306500,-156316,0.705556,0.441384,196.866
25184,431288,327146,-104142,0.655556,0.488177,177.695
25185,455932,320392,-135541,0.705556,0.450845,204.142
25186,467617,330900,-136717,0.677778,0.474731,189.879
25187,443391,315777,-127614,0.683333,0.451759,175.647
25188,456958,307500,-149458,0.705556,0.434194,198.231
25189,444740,316600,-128140,0.705556,0.454245,201.666
25190,445392,310061,-135331,0.688889,0.465696,169.94
25191,456609,315311,-141298,0.705556,0.446277,202.654
25192,447599,321100,-126499,0.694444,0.477316,181.211
25193,437309,316600,-120709,0.705556,0.468235,182.838
25194,473614,305302,-168312,0.694444,0.445419,183.693
25195,455812,324091,-131721,0.677778,0.460623,189.974
25196,443283,316504,-126779,0.694444,0.470372,178.72
25197,457977,300471,-157505,0.711111,0.434981,177.23
25198,428629,335900,-92729.1,0.655556,0.497218,184.256
25199,444724,306066,-138658,0.711111,0.451558,195.844
25200,450293,297000,-153293,0.738889,0.428618,199.005
25201,455237,297600,-157637,0.738889,0.427459,195.239
25202,456230,299296,-156934,0.722222,0.435521,182.318
25203,444944,316187,-128756,0.683333,0.458331,192.202
25204,453125,310829,-142296,0.688889,0.463054,179.503
25205,437361,309713,-127648,0.694444,0.46691,169.132
25206,449668,315940,-133727,0.694444,0.453303,190.725
25207,441629,324000,-117629,0.694444,0.47536,200.499
25208,441971,326400,-115571,0.677778,0.47484,192.334
25209,454806,306691,-148115,0.716667,0.433447,191.157
25210,451347,316047,-135300,0.7,0.460409,199.745
25211,450045,325585,-124460,0.683333,0.469866,192.046
25212,450072,311700,-138372,0.683333,0.454049,191.559
25213,463097,286237,-176859,0.716667,0.411718,176.182
25214,452288,294024,-158264,0.722222,0.417234,176.932
25215,444908,303975,-140934,0.716667,0.445435,181.99
25216,454810,321124,-133686,0.694444,0.460812,198.789
25217,449474,330900,-118574,0.672222,0.473301,193.459
25218,432874,312300,-120574,0.705556,0.465363,186.482
25219,445782,316300,-129482,0.683333,0.466379,179.86
25220,445639,314110,-131529,0.722222,0.452412,221.262
25221,455570,312012,-143558,0.694444,0.452401,177.236
25222,450194,292900,-157294,0.716667,0.420053,173.109
25223,434272,311284,-122988,0.711111,0.465654,164.799
25224,462775,300018,-162756,0.705556,0.427539,188.236
25225,451763,307300,-144463,0.705556,0.437481,191.065
25226,454368,302900,-151468,0.705556,0.435465,185.499
25227,457555,284200,-173355,0.761111,0.400474,196.363
25228,440621,288861,-151760,0.705556,0.425318,200.808
25229,452331,298200,-154131,0.727778,0.427774,185.761
25230,443449,315700,-127749,0.683333,0.470584,186.474
25231,453497,323919,-129578,0.677778,0.473032,183.258
25232,454010,311500,-142510,0.694444,0.449116,182.316
25233,435989,330101,-105888,0.677778,0.491416,174.959
25234,450894,319178,-131716,0.683333,0.470112,185.15
25235,446361,319798,-126563,0.672222,0.479062,181.207
25236,450708,305100,-145608,0.711111,0.438046,198.549
25237,449787,326500,-123287,0.694444,0.468516,207.867
25238,435137,335279,-99858.6,0.677778,0.499776,206.571
25239,457351,316700,-140651,0.694444,0.45958,180.767
25240,446585,302323,-144262,0.705556,0.430723,173.644
25241,442634,314668,-127966,0.711111,0.462693,183.833
25242,448695,330366,-118329,0.672222,0.486246,185.177
25243,439563,319147,-120416,0.683333,0.465641,186.367
25244,446842,326066,-120776,0.683333,0.464547,200.418
25245,454837,312800,-142037,0.683333,0.447534,179.936
25246,456638,326038,-130600,0.7,0.472329,184.315
25247,437970,323514,-114456,0.644444,0.489337,149.491
25248,445164,339347,-105817,0.666667,0.490423,187.602
25249,453327,325800,-127527,0.688889,0.470917,209.854
25250,448878,319028,-129850,0.711111,0.451431,209.692
25251,444999,330546,-114454,0.65,0.485522,178.829
25252,440727,312900,-127827,0.677778,0.462886,165.134
25253,458071,307557,-150514,0.716667,0.435836,189.427
25254,445662,308596,-137066,0.688889,0.45501,169.599
25255,447404,291843,-155561,0.694444,0.420786,156.518
25256,435325,306800,-128525,0.694444,0.460412,156.366
25257,456711,315091,-141620,0.711111,0.456471,205.657
25258,441923,315800,-126123,0.694444,0.461807,202.408
25259,457802,306700,-151102,0.705556,0.444419,199.93
25260,448193,306829,-141364,0.683333,0.447926,178.135
25261,458180,315839,-142341,0.711111,0.452656,202.726
25262,466462,312000,-154462,0.727778,0.441207,200.214
25263,450109,306870,-143239,0.727778,0.436445,212.891
25264,441987,315336,-126652,0.683333,0.460287,180.557
25265,454861,315032,-139829,0.683333,0.46112,193.216
25266,440860,324697,-116163,0.688889,0.472893,187.262
25267,458648,335804,-122844,0.677778,0.471946,201.791
25268,441326,306576,-134749,0.705556,0.456815,163.664
25269,451014,325125,-125889,0.7,0.468423,214.939
25270,462412,302984,-159428,0.75,0.424938,205.911
25271,459536,297100,-162436,0.711111,0.421786,186.677
25272,453554,309615,-143939,0.677778,0.451279,176.548
25273,447116,317071,-130045,0.683333,0.468441,170.692
25274,440456,306941,-133516,0.694444,0.448724,171.814
25275,456846,317915,-138930,0.694444,0.458306,177.052
25276,452018,314699,-137319,0.694444,0.453411,192.24
25277,455972,313162,-142810,0.694444,0.442356,210.326
25278,453318,312500,-140818,0.7,0.454941,196.566
25279,431830,308654,-123175,0.683333,0.457411,158.039
25280,446580,306800,-139780,0.711111,0.440556,207.42
25281,451596,321697,-129900,0.705556,0.464049,192.018
25282,443565,334618,-108947,0.666667,0.492242,187.646
25283,442781,274873,-167907,0.727778,0.398834,170.416
25284,440120,305279,-134841,0.694444,0.452811,181.714
25285,453765,311425,-142340,0.677778,0.450085,185.34
25286,447999,292163,-155837,0.711111,0.432903,165.69
25287,457022,303318,-153704,0.705556,0.442218,175.569
25288,449352,292092,-157260,0.727778,0.433002,175.361
25289,436890,306800,-130090,0.688889,0.46471,173.043
25290,459710,315282,-144429,0.7,0.448634,178.627
25291,455170,283500,-171670,0.727778,0.414144,181.583
25292,453717,293212,-160505,0.716667,0.421448,183.065
25293,443378,307200,-136178,0.694444,0.451394,160.319
25294,451929,331689,-120240,0.661111,0.479666,179.033
25295,446834,326100,-120734,0.7,0.475894,209.968
25296,437444,326682,-110762,0.688889,0.483647,198.125
25297,454818,315998,-138820,0.705556,0.444652,204.471
25298,452225,298500,-153725,0.711111,0.430734,169.471
25299,442386,331700,-110686,0.672222,0.481892,177.582
25300,469767,309147,-160621,0.705556,0.441301,189.086
25301,448021,303300,-144721,0.688889,0.439372,173.38
25302,451327,310311,-141016,0.7,0.444728,183.287
25303,458169,291685,-166484,0.716667,0.416771,197.308
25304,441133,325785,-115348,0.672222,0.477276,171.17
25305,454596,302000,-152596,0.716667,0.434098,181.659
25306,439398,326124,-113274,0.688889,0.486048,215.241
25307,457066,298400,-158666,0.738889,0.42148,205.071
25308,447461,292700,-154761,0.722222,0.420076,172.356
25309,445857,319539,-126318,0.694444,0.465575,207.312
25310,448083,297172,-150911,0.711111,0.431388,190.882
25311,459803,316140,-143662,0.694444,0.449379,206.416
25312,449512,314963,-134549,0.705556,0.457285,216.795
25313,449798,327804,-121993,0.677778,0.480583,176.27
25314,447175,316695,-130480,0.694444,0.458491,200.651
25315,458745,336100,-122645,0.677778,0.473341,223.104
25316,430236,320404,-109832,0.694444,0.480074,194.61
25317,454213,305251,-148962,0.705556,0.445523,188.864
25318,445967,325900,-120067,0.694444,0.469979,209.696
25319,468201,296760,-171442,0.716667,0.414384,191.425
25320,435764,329835,-105929,0.688889,0.493684,189.444
25321,439289,325528,-113761,0.683333,0.481572,169.51
25322,445342,299312,-146030,0.711111,0.438706,192.036
25323,445518,311306,-134211,0.683333,0.453564,193.598
25324,453247,306787,-146460,0.711111,0.442386,193.346
25325,447518,321773,-125745,0.7,0.462449,183.694
25326,466485,317293,-149192,0.716667,0.45219,209.746
25327,465565,300935,-164630,0.722222,0.429649,202.831
25328,454097,317541,-136556,0.672222,0.475938,169.825
25329,453148,311275,-141873,0.694444,0.445252,168.164
25330,452104,300915,-151189,0.727778,0.435597,181.065
25331,447720,288820,-158901,0.705556,0.427077,187.165
25332,462035,286814,-175221,0.727778,0.41285,185.169
25333,465023,310629,-154394,0.733333,0.43771,212.783
25334,451277,308000,-143277,0.7,0.439274,175.386
25335,457406,310245,-147161,0.688889,0.444461,174.589
25336,459100,290752,-168348,0.738889,0.41334,193.931
25337,438153,312000,-126153,0.688889,0.457243,185.415
25338,451477,305287,-146191,0.694444,0.442797,166.672
25339,460956,293400,-167556,0.722222,0.424442,172.119
25340,450815,343823,-106992,0.672222,0.494888,218.361
25341,454304,316989,-137316,0.722222,0.457891,229.379
25342,449194,333408,-115786,0.688889,0.493093,195.833
25343,445573,312400,-133173,0.705556,0.452069,174.15
25344,448973,307500,-141473,0.705556,0.44312,190.623
25345,455656,316700,-138956,0.705556,0.446152,196.619
25346,464271,316500,-147771,0.694444,0.459763,187.144
25347,450215,329401,-120814,0.677778,0.478384,209.021
25348,444053,290604,-153450,0.722222,0.421784,174.854
25349,447283,306565,-140718,0.688889,0.448379,182.55
25350,448517,312800,-135717,0.716667,0.454119,170.388
25351,446862,297400,-149462,0.722222,0.433859,187.875
25352,451116,330379,-120738,0.661111,0.477615,195.213
25353,447943,326300,-121643,0.7,0.469091,202.406
25354,452338,320847,-131491,0.677778,0.459244,181.9
25355,438774,327100,-111674,0.683333,0.47492,187.44
25356,434771,312000,-122771,0.694444,0.457606,181.748
25357,440152,304829,-135323,0.7,0.45568,165.655
25358,442272,331900,-110372,0.672222,0.478256,194.701
25359,449117,310103,-139014,0.7,0.452594,201.322
25360,440176,300658,-139518,0.738889,0.442859,190.838
25361,448452,311900,-136552,0.716667,0.453807,193.642
25362,443969,319739,-124230,0.672222,0.470829,168.665
25363,464478,305744,-158735,0.716667,0.439034,199.385
25364,449305,311400,-137905,0.705556,0.455191,210.259
25365,450147,321100,-129047,0.711111,0.464766,219.451
25366,447291,312800,-134491,0.694444,0.459936,169.231
25367,443729,313399,-130330,0.7,0.458351,194.749
25368,437251,301646,-135605,0.7,0.450513,175.485
25369,438712,304070,-134642,0.716667,0.447504,173.242
25370,446671,320200,-126471,0.7,0.47215,197.288
25371,449782,306081,-143701,0.694444,0.435702,193.723
25372,454989,317200,-137789,0.727778,0.464225,208.716
25373,448566,318571,-129995,0.688889,0.455749,188.279
25374,464432,325936,-138496,0.7,0.458236,210.158
25375,450369,298200,-152169,0.733333,0.431617,197.087
25376,442297,306078,-136219,0.716667,0.442881,188.857
25377,442937,312000,-130937,0.727778,0.456458,193.486
25378,468856,303600,-165256,0.755556,0.412503,207.194
25379,448815,298500,-150315,0.733333,0.424083,174.943
25380,441485,310675,-130810,0.672222,0.459055,153.978
25381,464330,311888,-152442,0.711111,0.442245,199.61
25382,435468,311700,-123768,0.711111,0.462532,201.155
25383,448915,311300,-137615,0.694444,0.45193,194.099
25384,450601,292400,-158201,0.7,0.427259,175.982
25385,449547,310103,-139444,0.7,0.458184,178.644
25386,461186,287300,-173886,0.744444,0.416663,193.827
25387,443213,328093,-115120,0.688889,0.470537,201.162
25388,450827,334490,-116338,0.694444,0.484383,202.821
25389,451910,302100,-149810,0.705556,0.44729,176.55
25390,453443,307888,-145555,0.683333,0.437572,199.768
25391,434396,297700,-136696,0.694444,0.446562,163.093
25392,460968,299664,-161304,0.733333,0.415643,230.654
25393,460571,307012,-153559,0.727778,0.4322,197.118
25394,442317,301749,-140568,0.733333,0.441605,170.777
25395,459879,314142,-145737,0.7,0.454438,191.801
25396,451058,300210,-150847,0.738889,0.430351,200.924
25397,440948,324839,-116108,0.7,0.469607,197.431
25398,455422,300502,-154920,0.7,0.438732,168.039
25399,455550,291518,-164031,0.727778,0.416152,189.585
25400,444188,302500,-141688,0.694444,0.445866,158.654
25401,449448,311500,-137948,0.672222,0.45242,164.974
25402,450621,306768,-143852,0.688889,0.443348,191.661
25403,441997,314703,-127295,0.694444,0.460377,200.373
25404,439747,313000,-126747,0.711111,0.463084,182.011
25405,444549,303080,-141469,0.694444,0.442477,187.512
25406,459796,340476,-119320,0.683333,0.485203,209.878
25407,455032,305809,-149223,0.7,0.432769,183.09
25408,445880,287926,-157954,0.705556,0.417529,178.358
25409,439327,315024,-124303,0.7,0.469771,175.347
25410,451932,292994,-158938,0.711111,0.417927,170.103
25411,446662,306726,-139936,0.688889,0.444366,177.602
25412,455527,321692,-133835,0.7,0.463203,210.909
25413,464499,302397,-162102,0.733333,0.43323,210.362
25414,449299,321300,-128000,0.683333,0.470525,189.216
25415,440787,326400,-114387,0.688889,0.474691,170.705
25416,446683,321100,-125583,0.683333,0.472254,213.45
25417,442646,311800,-130846,0.711111,0.459025,186.397
25418,447799,333702,-114097,0.672222,0.482461,186.193
25419,444786,320105,-124681,0.666667,0.468521,172.796
25420,448731,335182,-113549,0.661111,0.487293,171.223
25421,459606,333072,-126534,0.677778,0.477057,190.608
25422,449750,322521,-127228,0.7,0.47577,226.151
25423,446186,311200,-134986,0.688889,0.463457,181.395
25424,438174,314498,-123675,0.722222,0.463214,205.756
25425,454823,320150,-134673,0.672222,0.457227,205.067
25426,458296,307300,-150996,0.711111,0.44269,192.582
25427,451977,316086,-135891,0.716667,0.452924,221.871
25428,452668,314891,-137777,0.705556,0.460549,198.672
25429,443947,325979,-117969,0.666667,0.47719,192.629
25430,432315,323570,-108745,0.666667,0.481957,187.813
25431,442460,296950,-145510,0.694444,0.43564,168.431
25432,447426,305012,-142414,0.694444,0.443246,186.08
25433,456316,297200,-159116,0.711111,0.431395,199.19
25434,442873,325040,-117832,0.677778,0.482003,176.78
25435,446134,316300,-129834,0.705556,0.452402,190.102
25436,447033,323827,-123207,0.65,0.472968,188.476
25437,462751,295629,-167122,0.694444,0.428035,164.922
25438,451252,286325,-164927,0.727778,0.421097,190.785
25439,446348,316000,-130348,0.666667,0.464378,160.29
25440,459633,315554,-144079,0.694444,0.443997,210.103
25441,438357,310865,-127492,0.672222,0.465993,161.988
25442,455316,312500,-142816,0.705556,0.444592,187.654
25443,442341,297600,-144741,0.716667,0.434499,167.732
25444,450610,300543,-150067,0.705556,0.448455,190.285
25445,450904,292700,-158204,0.705556,0.431638,176.7
25446,457420,297100,-160320,0.722222,0.423486,186.691
25447,464587,320166,-144422,0.688889,0.452094,198.183
25448,451089,321141,-129948,0.683333,0.461285,176.124
25449,451616,314408,-137208,0.688889,0.457409,197.475
25450,435743,322016,-113727,0.672222,0.482971,177.629
25451,440988,321100,-119888,0.694444,0.466621,203.566
25452,455839,305607,-150232,0.716667,0.448818,188.249
25453,448167,291184,-156983,0.716667,0.417355,171.911
25454,454247,325685,-128562,0.688889,0.467032,176.893
25455,447925,320505,-127420,0.694444,0.472205,187.858
25456,458764,296900,-161864,0.694444,0.427115,171.925
25457,449373,320100,-129273,0.683333,0.464043,200.967
25458,455031,319704,-135327,0.7,0.447935,201.334
25459,447584,333120,-114464,0.666667,0.487159,190.38
25460,435693,305752,-129941,0.711111,0.44761,178.657
25461,447173,311926,-135247,0.672222,0.450166,161.207
25462,446217,306327,-139890,0.694444,0.448805,163.508
25463,447193,311365,-135828,0.711111,0.451612,199.1
25464,458607,295467,-163140,0.694444,0.427847,168.583
25465,446595,321083,-125512,0.711111,0.467224,196.881
25466,438062,321500,-116562,0.666667,0.472652,178.369
25467,448705,288500,-160205,0.705556,0.430289,165.39
25468,457621,311100,-146521,0.694444,0.455114,186.272
25469,452192,290442,-161749,0.688889,0.436299,168.236
25470,460613,285269,-175344,0.727778,0.420396,183.468
25471,460248,326800,-133448,0.683333,0.453317,205.039
25472,454283,292800,-161483,0.727778,0.424012,172.328
25473,455022,304945,-150077,0.688889,0.440524,185.471
25474,438362,309762,-128600,0.683333,0.459791,157.426
25475,457722,307749,-149973,0.705556,0.431127,194.538
25476,439634,328606,-111028,0.694444,0.480544,177.592
25477,445217,306942,-138274,0.683333,0.448233,173.243
25478,451250,330271,-120979,0.666667,0.480631,178.845
25479,452031,311879,-140152,0.694444,0.444245,183.509
25480,453062,310415,-142647,0.694444,0.448539,181.263
25481,448253,311777,-136476,0.688889,0.466032,203.125
25482,449824,320900,-128924,0.666667,0.471959,176.971
25483,444701,310781,-133920,0.672222,0.457385,174.434
25484,437437,321600,-115837,0.683333,0.465714,201.55
25485,441556,312000,-129556,0.7,0.460768,186.889
25486,455453,315600,-139853,0.7,0.454188,197.898
25487,446023,306700,-139323,0.711111,0.448701,177.869
25488,441164,320236,-120928,0.688889,0.468154,203.725
25489,432255,314748,-117507,0.677778,0.475829,180.942
25490,448801,324792,-124009,0.661111,0.469857,180.401
25491,424006,324530,-99476.2,0.672222,0.496355,173.529
25492,444525,334592,-109933,0.661111,0.479432,185.46
25493,457104,320176,-136928,0.688889,0.454806,189.406
25494,455757,298200,-157557,0.722222,0.435841,192.064
25495,454747,307300,-147447,0.711111,0.434706,199.172
25496,430035,317100,-112935,0.711111,0.463791,190.781
25497,464725,295425,-169300,0.722222,0.427026,186.364
25498,453161,328489,-124672,0.683333,0.468987,213.124
25499,435624,324266,-111359,0.677778,0.467763,207.042
25500,452094,309143,-142951,0.7,0.44953,194.785
25501,440293,293236,-147058,0.683333,0.430615,162.868
25502,468174,305445,-162728,0.722222,0.432633,215.095
25503,452586,312300,-140286,0.744444,0.43939,227.141
25504,461477,288200,-173277,0.744444,0.417891,185.632
25505,443521,307300,-136221,0.7,0.448611,184.729
25506,451209,299056,-152153,0.655556,0.443969,154.885
25507,449383,317000,-132383,0.7,0.45222,193.146
25508,459868,317343,-142525,0.677778,0.461995,178.93
25509,444072,311278,-132794,0.705556,0.448629,203.02
25510,439730,317578,-122152,0.716667,0.463343,203.8
25511,450063,326204,-123859,0.677778,0.476675,178.915
25512,450594,325600,-124994,0.7,0.470561,200.991
25513,442398,302400,-139998,0.711111,0.444138,171.713
25514,448089,326327,-121762,0.705556,0.472664,244.795
25515,457298,301781,-155516,0.722222,0.428913,185.736
25516,454998,344757,-110241,0.655556,0.492334,193.252
25517,457223,306043,-151180,0.722222,0.439968,202.775
25518,445048,310555,-134493,0.7,0.458137,174.648
